343 1

  0  0 29  0  6 29  0 31  0  0  0 30 25 28 31 30  8  0  0  0  0  0  0  0  0 31 31  0 28  0 13  0  0 25  0  0  0  0 25 30 29  0  0  0 28  0 28 28  0  0 29  0  0  0  0 11  0 31 25  0 29  0  0 17  0 30 24 25  0 25  0 28  0  0  0  0  0 30 29 31 28 31  0  0 28  0 31  0 30 24  0 29  0  0  0  0  0  0  0 25 24  0  0 29 12 13 28 28  0 18  0 31  0 24  0 14 30 25  0  0 30 14 30 24 28  0 18  0  0 29 25  7  0 29 31  0 11 30  0  0 30 30  0  0 30  0 29  0 29 28 30  0 24  0 28  0 31 24 30 24 25  0  0  0 25 24  0  0 31 31  0  0 17  0  0  0  0  0  0 29  0  0 28  0  0 30  0 31  0 31 24 25  0  2  0 31 24  0  0  0  0  0 24  0  0 28 13 24  0  0 12  0 31 30  0 25 14 29 24 28 31  0 30  0 24  0 24 25  0  0 30 24 25  0 31  0  0 25 28 28 24  0  0 14  0  0 25 29  0  0  0  0  1 30 31  0  0  0  0  0 31  0 29  0 29 30  0  0 31 18  0 29 11 29  0 30  0 30 25 30  6 24 24  0 17 11 25 17  1  0 25 28 28  0 31 29  0 12  0  0 18 28  0 29  0  1 24  0 28 28  1  0 25 31 25  0  0  0 24 29  0 24 30  0 24  0  0  0 28  0 25  0  0  0  0  0 24 28 29  0 29  0 25
  0  0 21  0 29 19  0 27  0  0  0 30 29 30 27 30  0  0  0  0  0  0  0  0  0 27 27  0 30  0 29  0  0 29  0  0  0  0 29 30 10  0  0  0 30  0 30 30  0  0  1  0  5  0  0 29  0 27 29  0 21  0  0 29  0 30 25 29  0 29  0 30  0  0  0  0  0 30 12 27 30 27  0  0 30  0 27  0 30 25  0 21  0  0  0  0  0  0  1 29 25  0  0 16 29 29 30 30  0 29  0 27  0 25  0 29 30 29  0  0 30 29 30 25 30  0 29  0  0 20 29  0  0 20 27  0 29 30  0  0 30 30  0  0 30  0 20  0 16 30 30  0 25  0 30  0 27 25 30 25 29  0  0  0 29 25  0  0 27 27  0  0 29  0  0  0  0  0  0  2  0  0 30  0  0 30  0 27  0 27 25 29 10  0  0 27 25  0  0  0  0  0 25  0  0 30 29 25  0  0 29  0 27 30  0 29 29 12 25 30 27  0 30  0 25  0 25 29  2  0 30 25 29  0 27  0  0 29 30 30 25  0  0 29  0  0 29  2  0  0  0  0  0 30 27  0  0  0  0  0 27  0 19  0 12 30  0  0 27 29  0 12 29 20  0 30  0 30 29 30 29 25 25  0 29 29 29 29 29  0 29 30 30  0 27 16  0 29  0  0 29 30  0 16  0  0 25  0 30 30  0  0 29 27 29  0  0  0 25 20  0 25 30  0 25  0  0  0 30  0 29  0  0  0  0  0 25 30 19  0 20  0 29
 29 21  0 30  0  1 29  0 29 30 11  0  0  0  0  0 29 27 11 29 25 30 29 29 29  0  0 29  0 30  0 29 29  0 25 25 25 27  0  0  0 29 30 27  0 29  0  0 29 29  0 25 21 30 30  0 27  0  0 11 10 30 29  0 25  0  0  0 25  0 30  0 27 25 25 30 17  0  0  0  0  0 29 27  0 29  0 29  0  0 17  9 11 30 30 11 30 25 30  0  0 29  7  0  0  0  0  0 25  0 29  0 29  0 29  0  0  0 30 30  0  0  0  0  0 27  0 30 27  0  0 29 29  0  0 27  0  0 27 15  0  0 30 30  0 30  0 30  0  0  0 25  0 29  0 29  0  0  0  0  0 11 30 30  0  0 30 29  0  0 29 30  0 30 25 27 29 15 30  0 25 30  0 30 27  0 30  0 30  0  0  0 21 29 15  0  0 29  8 27 27 29  0 30 29  0  0  0 29 30  0 30  0  0 27  0  0  0  0  0  0 27  0 30  0 17  0  0 11 25  0  0  0 29  0 29 30  0  0  0  0 11 29  0 30 25  0  0 27 27 25 25 29  0  0 29 30  4 30 27  0  8  0 29  0  0 30 29  0  0 30  0  0  3 30  0 25  0  0  0  0  0  0 30  0  0  0  0  0 27  0  0  0 29  0  0 25  0 29 29  0  0 11  0 30 25  0 29  0  0 29 25  0  0  0 11 27 27  0  1 15  0  0 30  0 30 11 25  0 27  0 29 29 30 27 30  0  0  0 27  0 25  0
  0  0 30  0 28 30  0 25  0  0  0 30 26 14 25 30  0  0  0  0  0  0  0  0  0 25 25  0  1  0 28  0  0 26  0  0  0  0 26 30 30  0  0  0 21  0 14 14  0  0 30  0  0  0  0 28  0 25 26  0 30  0  0 28  0 30 31 26  0 26  2 12  1  0  0  0  0 30 30 25  7 25  0  0 14  0 25  0 30 31  0 30  0  0  0  0  0  0  0 26 31  0  0 30 28 28 18 13  0 28  0 25  0 31  0 28 30 26  0  0 30 28 30 31 14  0 28  0  0 30 26  0  0 30 25  0 28 30  0  0 30 30  0  0 30  0 30  0 30 21 30  0 31  0 12  0 25 31 30 31 26  0  0  0 26 31  0  0 25 25  0  0 28  5  0  0  0  0  0 30  0  0 14  0  0 30  0 25  0 25 31 26  0  0  0 25 31  0  0  0  0  0 31  0  1 13 28 31  0  0 28  0 25 30  0 26 28 30 31  2 25  0 30  0 31  0 31 26  0  0 30 31 26  0 25  0  0 26 14 21 31  0  0 28  0  0 26 30  0  0  0  0  0 30 25  0  0  0  0  0 25  0 30  0 30 30  0  0 25 28  6 30 28 30  0 30  0 30 26 30 28 31 31  0 28 28 26 28 28  0 26 18 12  0 25 30  0 28  0  0 28 18  0 30  7  0 31  0 21 14  0  0 26 25 26  0  0  0 31 30  0 31 30  0 31  0  0  0 12  0 26  0  0  0  0  0 31 13 30  0 30  0 26
  6 29  0 28  0  0 25  0 18 30 29  0  0  0  0  0  2 31 29 25 24 28 12 25 11  0  0 25  0 28  0 25 14  0 24 24 24 31  0  0  0 25 30 31  0 25  0  0 25 18  0 24 29 28 30  0 31  0  0 29  0 30 13  0 24  0  0  0 24  0 28  0 31 24 24 30 29  0  0  0  1  0 12 31  0 14  0 25  0  0 29  0 29 30 28 29 28 24 30  0  0 18 29  0  0  3  0  0 24  0 13  0 25  0 25  0  0  0 30 30  0  0  0  0  0 31  0 30 31  0  0  8 25  0  0 31  0  0 31 29  0  0 28 28  0 28  0 28  0  0  0 24  0 25  0 11  0  0  0  0  0 29 30 30  0  0 30 25  0  0 25 28  0 28 24 31 25 29 30  0 24 30  0 28 31  0 28  0 28  0  0  0 29  7 29  0  0 17 29 31 31 25  0 28 12  0  0  0 17 30  0 28  0  0 31  0  0  0  0  0  0 31  0 30  0 29  0  0 29 24  0  0  0 25  0 25 30  0  0  0  0 29 17  0 28 24  0  0 31 31 24 24 12  0  0 13 30 29 30 31  0 29  0 25  0  0 28 25  0  0 28  0  0  0 30  0 24  0  0  0  4  0  0 30  0  0  0  0  9 31  0  0  0 11  1  0 24  1 14 25  0  0 29  0 28 24  0 25  0  0 13 24  0  0  0 29 31 31  0  0 29  0  0 28  0 30 29 24  0 31  0 25 25 30 31 28  0  0  0 31  0 24  0
 29 19  1 30  0  0 29  0 29 30  2  0  0  0  0  0 29 27 15 29 25 30 29 29 29  0  0 29  0 30  0 29 29  0 25 25 25 27  0  0  0 29 30 27  0 29  0  0 29 29  0 25 19 30 30  0 27  0  0  9  0 30 29  0 25  0  0  0 25  0 30  0 27 25 25 30 20  0  0  0  0  0 29 27  0 29  0 29  0  0 20  0  3 30 30 15 30 25 30  0  0 29 11  0  0  0  0  0 25  0 29  0 29  1 29  0  0  0 30 30  0  0  0  0  0 27  0 30 27  0  0 29 29  0  0 27  0  0 27 12  0  0 30 30  1 30  0 30  0  0  0 25  0 29  0 29  0  0  0  0  0 14 30 30  0  0 30 29  0  0 29 30  0 30 25 27 29 12 30  0 25 30  0 30 27  0 30  0 30  0  0  0 19 29 12  0  0 29 11 27 27 29  0 30 29  0  0  0 29 30  0 30  0  0 27  0  0  0  0  0  0 27  0 30  0 20  0  0 15 25  0  0  0 29  0 29 30  0  0  0  0  8 29  0 30 25  0  0 27 27 25 25 29  0  0 29 30 11 30 27  0 11  2 29  0  0 30 29  0  0 30  0  0  0 30  0 25  0  0  0  0  0  0 30  0  0  0  0  0 27  0  0  0 29  0  0 25  0 29 29  0  0 14  0 30 25  0 29  0  0 29 25  0  0  0 14 27 27  0  2 12  0  1 30  0 30 14 25  0 27  0 29 29 30 27 30  0  1  7 27  0 25  0
  0  0 29  0 25 29  0 25  0  0  0 22 18 26 25 22  0  0  0  2  0  0  0  0  0 25 25  0 26  0 25  0  0 16  0  0  0  0 14 22 29  0  0  0 26  0 26 26  0  0 29  0  0  0  0 25  0 25 20  0 29  0  0 25  0 22 22 17  0 18  0 26  0  0  0  1  0 22 29 25 26 25  0  0 26  0 25  0 22 22  0 29  0  0  0  0  0  0  0 14 22  0  0 29 25 25 26 26  0 25  0 25  0 22  0 25 22 18  0  0 22 25 22 22 26  0 25  0  0 29 14  0  0 29 25  0 25 22  0  0 22 22  0  0 22  0 29  0 29 26 22  0 22  0 26  0 25 22 22 22  1  0  0  0 14 22  0  4 25 25  0  0 25  1  0  0  0  0  0 29  0  0 26  0  0 22  0 25  0 25 22 17  0  0  0 25 22  0  0  0  0  0 22  0  0 26 25 22  0  0 25  0 25 22  0 16 25 29 22 26 25  0 22  0 22  0 22  5  0  0 22 22 20  0 25  0  0 20 26 26 22  0  0 25  0  0  5 29  0  0  0  0  0 22 25  0  0  0  0  0 25  0 29  0 29 22  0  0 25 25  0 29 25 29  0 22  0 22 14 22 25 22 22  0 25 25 14 25 25  0 14 26 26  0 25 29  0 25  0  0 25 26  0 29  0  0 22  0 26 26  0  0 16 25 20  0  0  0 22 29  0 22 22  0 22  0  0  0 26  0 16  0  1  0  0  0 22 26 29  0 29  0 17
 31 27  0 25  0  0 25  0 31 27 27  1  0  0  0  0 31 12 27 25 29 25 31 25 31  2  0 25  0 25  0 25 31  0 29 29 29 11  0  0  0 25 27  8  0 25  0  0 25 31  0 29 27 25 27  0 18  0  0 27  0 27 31  0 29  0  0  0 29  0 25  0 11 29 29 27 27  0  0  0  0  1 31 18  0 31  0 25  0  0 27  0 27 27 25 27 25 29 27  0  0 31 27  0  0  0  0  0 29  0 31  0 25  0 25  0  0  0 27 27  0  0  0  0  0 12  0 27 16  0  0 31 25  0  0 15  0  0 15 27  0  0 25 25  0 25  0 25  0  0  0 29  0 25  0 31  0  0  0  0  0 27 27 27  0  0 27 25  0  0 25 25  0 25 29 12 25 27 27  0 29 27  0 25  1  0 25  7 25  0  0  0 27 31 27  0  0 31 27 11 12 25  0 25 31  0  0  0 31 27  0 25  0  0 15  0  0  0  0  0  0 16  0 27  0 27  0  0 27 29  0  0  0 25  3 25 27  0  0  0  0 27 31  0 25 29  0  0 18 11 29 29 31  0  0 31 27 27 27 18  0 27  0 25  0  0 25 25  0  0 25  0  0  0 27  0 29  0  0  0  0  0  0 27  0  0  1  0  0  6  0  0  0 31  0  0 29  0 31 25  0  0 27  0 25 29  0 25  0  0 31 29  0  0  0 27 15 12  0  0 27  0  0 25  0 27 27 29  0 12  0 25 25 27 12 25  0  0  0 16  0 29  0
  0  0 29  0 18 29  0 31  0  0  0 30 25 28 31 30  0  0  0  0  0  0  0  0  0 31 31  0 28  0 18  0  0 25  0  0  0  0 25 30 29  0  0  0 28  0 28 28  0  2 29  0  0  0  0 12  0 31 25  0 29  0  0 19  0 30 24 25  0 25  0 28  0  0  0  0  0 30 29 31 28 31  0  0 28  0 31  0 30 24  0 29  0  0  1  0  0  0  0 25 24  1  0 29 21 18 28 28  0  3  0 31  0 24  0 20 30 25  0  0 30 20 30 24 28  0  5  0  0 29 25  0  0 29 31  0 12 30  0  0 30 30  0  0 30  0 29  0 29 28 30  0 24  0 28  0 31 24 30 24 25  0  0  0 25 24  0  0 31 31  0  0 19  0  0  0  0  0  0 29  0  0 28  0  0 30  0 31  0 31 24 25  0  0  0 31 24  0  0  0  0  0 24  0  0 28 18 24  0  0 21  0 31 30  0 25 20 29 24 28 31  0 30  0 24  0 24 25  0  0 30 24 25  0 31  0  0 25 28 28 24  0  0 20  0  0 25 29  0  0  0  0  0 30 31  0  0  0  0  0 31  0 29  0 29 30  0  0 31 10  0 29 12 29  0 30  0 30 25 30 18 24 24  0 19 12 25 19 18  0 25 28 28  3 31 29  0 21  1  0 10 28  0 29  0  0 24  0 28 28  0  0 25 31 25  0  0  0 24 29  0 24 30  0 24  0  0  0 28  0 25  0  0  0  0  0 24 28 29  0 29  0 25
  0  0 30  0 30 30  0 27  0  0  0 12 22 30 27 20  0  0  0  0  0  0  0  0  0 27 27  0 30  0 30  0  0 22  0  0  0  0 22 19 30  0  6  0 30  0 30 30  0  0 30  0  0  0  0 30  0 27 22  0 30  0  0 30  0 12 27 22  0 22  0 30  0  1  0  0  0 18 30 27 30 27  0  0 30  0 27  0 12 27  0 30  0  0  0  0  0  0  0 22 27  0  0 30 30 30 30 30  0 30  0 27  2 27  0 30 20 22  8  0 14 30 12 27 30  0 30  0  0 30 22  0  0 30 27  0 30 14  0  0  9 16  0  0  9  0 30  0 30 30 20  0 27  0 30  0 27 27 14 27 22  0  0  0 22 27  0  0 27 27  0  0 30  0  0  0  0  0  0 30  0  0 30  0  0  6  0 27  0 27 27 22  0  0  0 27 27  0  0  1  0  0 27  0  0 30 30 27  0  1 30  0 27 20  0 22 30 30 27 30 27  0 19 10 27  0 27 22  0  0 18 27 22  0 27  0  0 22 30 30 27  0  0 30  0  0 22 30  0  0  0  0  0 19 27  0  0  0  0  0 27  0 30  0 30 14  0  0 27 30  0 30 30 30  0 18  0 18 22 16 30 27 27  0 30 30 22 30 30  0 22 30 30  0 27 30  0 30  0  0 30 30  0 30  0  0 27  0 30 30  0  0 22 27 22  0  0  0 27 30  0 27 16  0 27  0  0  0 30  0 22  0  0  0  0  0 27 30 30  0 30  0 22
