         75 13210

  0  0  0 20 27 30  1 30  0 30 27 17  0 27  8  0  9  0 30 20  0 19  0  0  0  0 27 30 27 30  0 27 27  0  0  0 17  0  0 17  0 20  0  0 30  0  0 30  0 27  0 19 27  0 27  0  0  0 27  0 27  0  0 27 30  0 17  0  0 30 30  8  0 30  0
  0  0  0 30 26 16 30 16  0 13 26 30  0 26 30  0  0  0 13 30  1 30  0  0  0  0 26 13 26 13  0 26 26  9  0  0 30  0  3 30  0 30  0  0 15  0  0 13  0 26  0 30 26  0 26  0  0 10 26  0 26  0  0 26  6  0 30  0  0 16 15 30  0  4  0
  0  0  0 14 27 30 19 30  0 30 27 18  0 27 19  0  0  0 30 14  0 10  0  0  0  0 27 30 27 30  0 27 27  0  0  0 18  0  0 14  0 14  0  3 30  0  0 30  0 27  0  8 27  0 27  0  7  0 27  0 27  0  2 27 30  0 14  0  0 30 30 19  7 30  0
 20 30 14  0  0  0  0  0 27  0  0  0 30  0  1 18 20 27  0 10 30  0 18 27 11 30  0  0  0  0  4  0  0 30 27  7  0 27 30  0 30  3 30 11  0 27 30  0 30  0 11  0  0 27  0 27 14 30  0 30  0 27 18  0  0 27  0 27 30  0  0  0 14  0 27
 27 26 27  0  0  0  0  0 17  0  4  0 26  0  0 27 27 18  0  0 26  0 27  1 27 26  0  0  0  0 27  3  0 26 17 27  0 17 26  0 26  0 26 27  0 17 26  0 26  0 27  0  0 17  0 13 27 26  0 26  0  9 27  0  0 13  0  7 26  0  0  0 27  0 18
 30 16 30  0  0  0  0  3 26  2  0  0  4  0  0 30 30 26  0  0 19  0 30 26 30 14  0  0  0  0 30  0  0 16 26 30  0 26 14  0  1  0 19 30  0 26 14  0 19  0 30  0  0 26  0 26 30 16  0 14  0 26 30  0  0 26  0 26 14  9  0  0 30  0 26
  1 30 19  0  0  0  0  0 27  0  0  0 30  0  6 17  9 27  0  0 30  0 17 27 17 30  0  0  0  0 20  0  0 30 27 20  0 27 30  0 30  1 30 17  0 27 30  0 30  0 17  0  0 27  0 27 19 30  0 30  0 27 17  0  0 27  0 27 30  0  0  7 19  0 27
 30 16 30  0  0  3  0  0 26  0  0  0  4  0  0 30 30 26  4  0 19  0 30 26 30 14  0  0  0  0 30  0  0 16 26 30  0 26 14  0  6  0 19 30  0 26 14  0 19  0 30  0  0 26  0 26 30 16  0 14  0 26 30  0  0 26  0 26 14  1  0  0 30  0 26
  0  0  0 27 17 26 27 26  0 26 17 27  1 16 27  0  0  0 26 27  0 27  0  0  0  0 19 26 19 26  0 14 16  0  0  0 27  0  0 27  0 27  0  0 26  0  0 26  0 16  0 27 14  5  1  0  0  0  3  0 19  0  0  9 26  1 27  0  0 26 26 27  0 26  1
 30 13 30  0  0  2  0  0 26  0  0  0 14  0  0 30 30 26  4  0 13  0 30 26 30  6  0  7  0  0 30  0  0 13 26 30  0 26 18  0 14  0 13 30  0 26 18  0 13  0 30  0  0 26  0 26 30 13  0  8  0 26 30  0  0 26  0 26 18  0  0  0 30  0 26
