         27  3124

  0 24  0 11 31 24  2 31 24 31  2  0 31  0 11  1  0  0  0  0  0  6 24  0 24 18  0
 24  0 25  0  0  0  1  0  6  0 24 15  1 25  0 20 25 24 15  9 24  0  2 25  0  0 25
  0 25  0 31 19 25 31 14 25  4  0  0 19  0 31  0  0  0  0  0  0 31 25 10 25 31  3
 11  0 31  0  0  0  0  0  0  0  4 24  0 31  3 24 31 21 24 24 21  1  0 31  0  0 31
 31  0 19  0  0  0  0  0  0  0 31 25  9 14  0 25 10 31 25 25 31  0  0 19  0  0 14
 24  0 25  0  0  0  0  0  1  0 24 11  0 25  0  4 25 24 11 20 24  0  4 25  0  0 25
  2  1 31  0  0  0  0  0  0  0 11 24  0 31  1 24 31 18 24 24 18  2  0 31  0  0 31
 31  0 14  0  0  0  0  0  0  1 31 25  0  7  0 25 14 31 25 25 31  0  0 14  0  0  4
 24  6 25  0  0  1  0  0  0  0 24 15  0 25  0 20 25 24 15  8 24  0  0 25  0  0 25
 31  0  4  0  0  0  0  1  0  0 31 25  0 14  0 25 19 31 25 25 31  0  0  1  1  0 14
  2 24  0  4 31 24 11 31 24 31  0  0 31  0  5  0  0  0  0  0  0 11 24  0 24 21  0
  0 15  0 24 25 11 24 25 15 25  0  0 25  0 24  0  0  0  3  0  0 24 11  0  7 24  0
 31  1 19  0  9  0  0  0  0  0 31 25  0 14  0 25  1 31 25 25 31  0  0 19  0  0 14
  0 25  0 31 14 25 31  7 25 14  0  0 14  0 31  0  0  0  0  0  0 31 25  2 25 31  5
 11  0 31  3  0  0  1  0  0  0  5 24  0 31  0 24 31 21 24 24 21  0  0 31  0  0 31
  1 20  0 24 25  4 24 25 20 25  0  0 25  0 24  0  3  0  0  0  0 24  6  0 11 24  0
  0 25  0 31 10 25 31 14 25 19  0  0  1  0 31  3  0  0  0  2  0 31 25  0 25 31  0
  0 24  0 21 31 24 18 31 24 31  0  0 31  0 21  0  0  0  0  0  8 18 24  0 24  6  0
  0 15  0 24 25 11 24 25 15 25  0  3 25  0 24  0  0  0  0  0  0 24 11  0  6 24  0
  0  9  0 24 25 20 24 25  8 25  0  0 25  0 24  0  2  0  0  0  0 24 20  0 15 24  0
  0 24  0 21 31 24 18 31 24 31  0  0 31  0 21  0  0  8  0  0  0 18 24  0 24  9  0
  6  0 31  1  0  0  2  0  0  0 11 24  0 31  0 24 31 18 24 24 18  0  0 31  0  0 31
 24  2 25  0  0  4  0  0  0  0 24 11  0 25  0  6 25 24 11 20 24  0  0 25  0  0 25
  0 25 10 31 19 25 31 14 25  1  0  0 19  2 31  0  0  0  0  0  0 31 25  0 25 31  0
 24  0 25  0  0  0  0  0  0  1 24  7  0 25  0 11 25 24  6 15 24  0  0 25  0  0 25
 18  0 31  0  0  0  0  0  0  0 21 24  0 31  0 24 31  6 24 24  9  0  0 31  0  0 31
  0 25  3 31 14 25 31  4 25 14  0  0 14  5 31  0  0  0  0  0  0 31 25  0 25 31  0

  0  0  0  0 14 25 25  0  0  0 25  0 31  0  0 31  3 25 31  1 31 31  9 14 25 14  0
  0  0 24 18  0  0  0 31 24 21  0 31  0 24 31  1 31  0  0 24  0  0 31  0  0  0  1
  0 24  0 24  1  5  0 25  8 24  3 25  0 11 25  0 25  0  0 15  0  0 25  0  1  0 24
  0 18 24  0  0  0  0 31 24 11  0 31  0 24 31  4 31  0  5 24  0 10 31  0  0  0 18
 14  0  1  0  0 25 25  9  0  0 25  0 31  0  3 31  0 25 31  0 31 31  1 19 25  3  0
 25  0  5  0 25  0 15  0  9  0 15  0 24  3  0 24  0 11 24  1 24 24  0 25 11 25  0
 25  0  0  0 25 15  0  0  0  0  7  0 24  0  0 24  1 20 24  2 24 24  0 25 20 25  0
  0 31 25 31  9  0  0  0 25 31  0 19  0 25 19  1 14  0  0 25  0  0 14  0  0  4 31
  0 24  8 24  0  9  0 25  0 24  0 25  0 11 25  0 25  2  0 15  0  0 25  0  0  0 24
  0 21 24 11  0  0  0 31 24  0  0 31  3 24 31  1 31  0  0 24  4  0 31  0  0  0 21
 25  0  3  0 25 15  7  0  0  0  0  0 24  0  0 24  0 20 24  1 24 24  0 25 20 25  1
  0 31 25 31  0  0  0 19 25 31  0  0  0 25  1  0 14  0  0 25  0  0 14  9  0  0 31
 31  0  0  0 31 24 24  0  0  3 24  0  0  0  0 21  0 24 11  0  6 11  0 31 24 31  0
  0 24 11 24  0  3  0 25 11 24  0 25  0  0 25  0 25 10  0 20  0  0 25  0  5  0 24
  0 31 25 31  3  0  0 19 25 31  0  1  0 25  0  0 14  0  0 25  0  0 14  6  0  0 31
 31  1  0  4 31 24 24  1  0  1 24  0 21  0  0  0  0 24 18  0 21 18  0 31 24 31  5
  3 31 25 31  0  0  1 14 25 31  0 14  0 25 14  0  0  0  0 25  0  0  7  0  0  5 31
