         27 3258

  0 30  0 30  0 30  0  9 28 28  0  2 21  0 21 28 28  0  4  0 16  0 28  0  0 30 30
 30  0 24  6 24  0 12 30  0  0  3  0  0 16  0  0  0 24 30 30  0 24  0 30 16  0  2
  0 24  0 24  0 24  0  0 11 14  0 28 28  0 28 11  4  4  0  0 28  0 14  0  0 24 24
 30  6 24  0 24  1 12 30  0  1  3  0  0 16  1  0  0 24 30 30  0 24  0 30 16  0  0
  0 24  0 24  0 24  0  0 11  9  0 28 28  0 28 11 14  0  0  0 28  1  9  0  0 24 24
 30  0 24  1 24  0  3 30  0  1 12  0  0 14  1  0  0 24 30 30  0 24  0 30 14  0  3
  0 12  0 12  0  3  0  0 24 24  2 30 30  0 30 24 24  0  0  1 30  0 24  0  0 14  8
  9 30  0 30  0 30  0  0 28 28  0 10 21  1 21 28 28  0  0  0 16  0 28  1  0 30 30
 28  0 11  0 11  0 24 28  0  0 24  0  0 24  0  5  0 11 28 28  0  9  1 28 24  0  1
 28  0 14  1  9  1 24 28  0  0 24  0  0 24  0  2  0 14 28 28  0 11  9 28 24  0  0
  0  3  0  3  0 12  2  0 24 24  0 30 30  0 30 24 24  0  0  0 30  1 24  0  0 16 12
  2  0 28  0 28  0 30 10  0  0 30  0  0 30  0  0  0 28 16 21  1 28  0 16 30  0  0
 21  0 28  0 28  0 30 21  0  0 30  0  0 30  2  0  0 28 18  9  0 28  0 18 30  0  0
  0 16  0 16  0 14  0  1 24 24  0 30 30  0 30 24 24  0  0  0 30  0 24  0  6  7 14
 21  0 28  1 28  1 30 21  0  0 30  0  2 30  0  0  0 28 18  1  0 28  0 18 30  0  0
 28  0 11  0 11  0 24 28  5  2 24  0  0 24  0  0  0 11 28 28  0  9  0 28 24  0  0
 28  0  4  0 14  0 24 28  0  0 24  0  0 24  0  0  0  4 28 28  1 11  0 28 24  1  0
  0 24  4 24  0 24  0  0 11 14  0 28 28  0 28 11  4  0  0  0 28  0 14  0  0 24 24
  4 30  0 30  0 30  0  0 28 28  0 16 18  0 18 28 28  0  0  0  7  0 28  2  1 30 30
  0 30  0 30  0 30  1  0 28 28  0 21  9  0  1 28 28  0  0  0 18  0 28  0  0 30 30
 16  0 28  0 28  0 30 16  0  0 30  1  0 30  0  0  1 28  7 18  0 28  0  6 30  0  0
  0 24  0 24  1 24  0  0  9 11  1 28 28  0 28  9 11  0  0  0 28  0 11  0  0 24 24
 28  0 14  0  9  0 24 28  1  9 24  0  0 24  0  0  0 14 28 28  0 11  0 28 24  0  1
  0 30  0 30  0 30  0  1 28 28  0 16 18  0 18 28 28  0  2  0  6  0 28  0  0 30 30
  0 16  0 16  0 14  0  0 24 24  0 30 30  6 30 24 24  0  1  0 30  0 24  0  0  3 14
 30  0 24  0 24  0 14 30  0  0 16  0  0  7  0  0  1 24 30 30  0 24  0 30  3  0  0
 30  2 24  0 24  3  8 30  1  0 12  0  0 14  0  0  0 24 30 30  0 24  1 30 14  0  0

  0  0  0 10 30  1  1 28 16  0 30  0 21 30 21  0 28  0  0  0 28  0 30 28 30  0 28
  0  0 28 28  0 24 28  0  0 24  1 24  0  0  0 28  0 11  8 24  4 28  1  0  0 14  2
  0 28  0 16  0 30 16  0 10 30  0 30  2  0  0 10  0 28 28 30  0 18  0  0  0 28  0
 10 28 16  0  0 30  4  0  0 30  1 30  0  0  1 16  0 28 28 30  0 21  0  0  0 28  0
 30  0  0  0  0  1  0 24 30  7 16  1 30 16 30  0 24  0  0  4 24  1 14 24 14  0 24
  1 24 30 30  1  0 30  0  0 14  0 12  0  0  0 30  0 24 24 14  0 30  6  0 10 24  0
  1 28 16  4  0 30  0  0  0 30  0 30  0  0  0 16  0 28 28 30  0 21  0  0  0 28  0
 28  0  0  0 24  0  0  0 28  0 24  0 28 24 28  0  4  0  0  0 14  0 24 11 24  2 11
 16  0 10  0 30  0  0 28  0  0 30  0 18 30 18  5 28  0  0  0 28  0 30 28 30  0 28
  0 24 30 30  7 14 30  0  0  0  1 16  0  0  1 30  1 24 24  3  0 30  3  0  0 24  0
 30  1  0  1 16  0  0 24 30  1  0 10 30  4 30  0 24  0  0  0 24  0 12 24 12  0 24
  0 24 30 30  1 12 30  0  0 16 10  0  0 10  0 30  0 24 24 16  0 30  0  0  0 24  0
 21  0  2  0 30  0  0 28 18  0 30  0  0 30  5  0 28  0  0  0 28 10 30 28 30  0 28
 30  0  0  0 16  0  0 24 30  0  4 10 30  0 30  0 24  0  0  2 24  0 12 24 12  0 24
 21  0  0  1 30  0  0 28 18  1 30  0  5 30  0  0 28  0  0  0 28  2 30 28 30  0 28
  0 28 10 16  0 30 16  0  5 30  0 30  0  0  0  0  1 28 28 30  0 18  0  0  0 28  0
 28  0  0  0 24  0  0  4 28  1 24  0 28 24 28  1  0  0  0  0 14  0 24 11 24  1 11
  0 11 28 28  0 24 28  0  0 24  0 24  0  0  0 28  0  0 11 24  2 28  0  1  0 11  1
  0  8 28 28  0 24 28  0  0 24  0 24  0  0  0 28  0 11  0 24  6 28  0  1  0 14  0
  0 24 30 30  4 14 30  0  0  3  0 16  0  2  0 30  0 24 24  0  0 30  0  0  0 24  0
 28  4  0  0 24  0  0 14 28  0 24  0 28 24 28  0 14  2  6  0  0  0 24 11 24  1 11
  0 28 18 21  1 30 21  0  0 30  0 30 10  0  2 18  0 28 28 30  0  0  0  0  0 28  0
 30  1  0  0 14  6  0 24 30  3 12  0 30 12 30  0 24  0  0  0 24  0  0 24 10  0 24
 28  0  0  0 24  0  0 11 28  0 24  0 28 24 28  0 11  1  1  0 11  0 24  0 24  0  2
 30  0  0  0 14 10  0 24 30  0 12  0 30 12 30  0 24  0  0  0 24  0 10 24  0  0 24
  0 14 28 28  0 24 28  2  0 24  0 24  0  0  0 28  1 11 14 24  1 28  0  0  0  0  0
 28  2  0  0 24  0  0 11 28  0 24  0 28 24 28  0 11  1  0  0 11  0 24  2 24  0  0
