         45  6612

  0  0 37 37 14  0  0 38 38  0 38 37 12  0 37  0 14 38  0  0 37 12  0  0  0 38  0 38  0  7  0 37 14  0  0 37  5 12  0 38  0  3  5  0 37
  0  0 37 37 14  0  8 38 38  0 38 37  6  0 37  0 14 38  0  0 37  8  0  0  0 38  0 38  3  0  0 37 14  0  0 37  0  4  0 38  0 12 12  0 37
 37 37  0  0  0 19 37  0  0 33  0  0  0 33  0 33  0  0 19 33  0  0 33 33 33  0 20  0 37 37  8 10  0 20  9  0 37  0 37  0  6  0  0 33  0
 37 37  0  0  0  9 37  0  0 33  0  3  0 33  4 33  0  0  1 33  9  0 33 33 33  0 16  0 37 37 19  0  0 16 19  0 37  0 37  0 19  0  0 33  0
 14 14  0  0  0 37 14  0  0 38  0  0  0 38  0 38  8  0 37 38  0  4 38 38 38  0 37  0  2 14 37  0  9 37 37  0 14  0  9  0 37  0  0 38  0
  0  0 19  9 37  0  1 33 33  0 33 16 37  0  5  0 37 33  7  0  5 37  0  0  0 33  0 33  0  0  0 19 37  2  0 16  0 37  0 33  0 37 37  0 16
  0  8 37 37 14  1  0 38 38  0 38 37  4  0 37  0 14 38  0  0 37  7  0  0  0 38  0 38  0  0  0 37 14  0  0 37  0  2  0 38  0 12 12  0 37
 38 38  0  0  0 33 38  0  8 11  0  0  0 16  0 11  0  0 33 16  0  0 16 11 10  4 33  0 38 38 33  0  0 33 33  0 38  0 38  0 33  0  0  1  0
 38 38  0  0  0 33 38  8  0 11  0  0  0 16  0 11  0  0 33 16  0  0 16 11  4  3 33  0 38 38 33  0  0 33 33  0 38  0 38  0 33  0  0 10  0
  0  0 33 33 38  0  0 11 11  0 18 33 38  0 33  2 38  2  0  0 33 38  0  4  0 11  0 18  0  0  0 33 38  0  0 33  0 38  0  7  0 38 38  0 33
 38 38  0  0  0 33 38  0  0 18  0  0  0 10  0 18  0  0 33  7  0  0  4 18 16  0 33 10 38 38 33  0  0 33 33  0 38  0 38  3 33  0  1 16  0
 37 37  0  3  0 16 37  0  0 33  0  0  0 33  0 33  0  0 16 33  0  0 33 33 33  0  6  0 37 37 20  0  0  1 20  8 37  0 37  0 20  0  0 33  1
 12  6  0  0  0 37  4  0  0 38  0  0  0 38  0 38  1  0 37 38  0  7 38 38 38  0 37  0 14 12 37  0  0 37 37  0 12  6 14  0 37  0  0 38  0
  0  0 33 33 38  0  0 16 16  0 10 33 38  0 33  0 38 18  0  2 33 38  5  1  0 16  0  7  0  0  0 33 38  0  0 33  1 38  0 18  0 38 38  0 33
 37 37  0  4  0  5 37  0  0 33  0  0  0 33  0 33  0  0  8 33  2  0 33 33 33  0 16  0 37 37 19  0  2 16 19  2 37  1 37  0 19  0  0 33  0
