         45 6520

  0 27 39 27 12 39 39  0  0 12 27 39 39  0  1  0  0  0 39  6 39 27  8  0  0  0  0  6 12  0  0 24  0 27  3 27 24  0  0  0  0  0 39  0 27
 27  0  0  9  0  0  0 27 12  0  5  0  0 14 38 38 38 27  0  1  0  0  0 27 38 27 38 27  0 38 14  0 27  0  0  0  0 12 12 38 14  6  0  2  0
 39  0  0  0  0  0  0 39 38  0  0  0  9 38 21 10 14 39  1  0  0  0  0 39  5 39 21 39  0 14 38  0 39  0  0  0  0 38 38 14 38 38  1 38  0
 27  9  0  0  0  0  0 27 12  0  2  0  0 14 38 38 38 27  0  0  0  0  0 27 38 27 38 27  0 38 14  0 27  0  0  0  0 12 12 38 14  8  0  5  0
 12  0  0  0  0  0  0  8 27  2  0  0  0 27 39 39 39 21  0  0  0  0  0 21 39  5 39 12  2 39 27  0 21  0  1  0  0 27 27 39 27 27  0 27  0
 39  0  0  0  0  0  7 39 38  0  0  0  2 38  2 21 19 39  6  0  0  0  0 39 21 39 10 39  0 19 38  0 39  0  0  0  0 38 38 19 38 38  0 38  0
 39  0  0  0  0  7  0 39 38  0  0  0  0 38  5 21 19 39  2  0  0  0  0 39 21 39  1 39  0 19 38  0 39  0  0  0  0 38 38 19 38 38  1 38  0
  0 27 39 27  8 39 39  0  0  1 27 39 39  0  0  0  0  0 39 12 39 27 12  0  0  2  0  0  3  0  0 21  0 27 12 27 21  0  0  0  0  0 39  0 27
  0 12 38 12 27 38 38  0  0 27 12 38 38  0  0  0  0  0 38 27 38 21 27  0  0  0  0  0 27  0  0 27  0  4 27  9 27  2  8  0  0  0 38  0 21
 12  0  0  0  2  0  0  1 27  0  0  0  0 27 39 39 39 21  0  0  0  0  0 21 39  4 39 12  2 39 27  0 21  0  0  0  0 27 27 39 27 27  0 27  0
 27  5  0  2  0  0  0 27 12  0  0  0  0 14 38 38 38 27  0  0  0  0  0 27 38 27 38 27  0 38 14  0 27  0  0  0  0 12 12 38 14  6  0 10  0
 39  0  0  0  0  0  0 39 38  0  0  0  0 38 19 14  3 39  0  0  3  0  0 39 14 39 19 39  0 10 38  0 39  0  0  0  0 38 38  9 38 38  0 38  0
 39  0  9  0  0  2  0 39 38  0  0  0  0 38 21  1 14 39  0  0  0  0  0 39  4 39 21 39  0 14 38  0 39  0  0  0  0 38 38 14 38 38  3 38  0
  0 14 38 14 27 38 38  0  0 27 14 38 38  0  0  0  0  0 38 27 38  7 27  0  0  0  0  0 27  0  5 27  1 21 27 21 27  0  2  0  2  0 38  0  8
  1 38 21 38 39  2  5  0  0 39 38 19 21  0  0  1  0  0  6 39 19 38 39  0  0  0  7  0 39  0  0 39  0 38 39 38 39  0  0  0  0  0 21  0 38
  0 38 10 38 39 21 21  0  0 39 38 14  1  0  1  0  0  0 21 39 14 38 39  0  2  0  0  0 39  0  0 39  0 38 39 38 39  0  0  0  0  0  3  0 38
  0 38 14 38 39 19 19  0  0 39 38  3 14  0  0  0  0  0 19 39  3 38 39  0  0  0  0  0 39  3  0 39  0 38 39 38 39  0  0  4  0  0 14  0 38
  0 27 39 27 21 39 39  0  0 21 27 39 39  0  0  0  0  0 39 24 39 27 24  7  0  0  0  0 21  0  0  4  8 27 24 27  3  0  0  0  0  0 39  0 27
 39  0  1  0  0  6  2 39 38  0  0  0  0 38  6 21 19 39  0  0  0  0  0 39 21 39 10 39  0 19 38  0 39  0  0  0  0 38 38 19 38 38  0 38  0
