         45  8806

  0  0  0 38 38  0  0  0  0  0 30 38 38  0 30  0 30  0 30 30 38  0 16  2  0 14 14 38 38 30 16 38  0 30  0  0  2  0  0  8  2 30 16  9  0
  0  0  0 38 38  0  0  0  0  0 30 38 38  0 30  0 30  0 30 30 38  0 18  0  5  1  3 38 38 30 18 38  0 30  0  0  3  0  0 14 14 30 18  1  0
  0  0  0 33 33  0  0  0  0  0 16 33 33  1 23  1  1  8  7 16 33  0 30  0  0 30 30 33 33  5 30 33  0 23  0  0  0  0  0 30 30 16 30  0  0
 38 38 33  0  1 33 33 33 33 18  0  0  0  8  0 33  0 33  1  0  0 38  0 38 38  0  0  0  0  0  0  4 12  0 12 10 38 12 38  0  0  0  0 38 18
 38 38 33  1  0 33 33 33 33 18  0  0  0  8  0 33  0 33  0  1  0 38  0 38 38  0  0  0  0  0  0 10 12  0 12  4 38 12 38  0  0  0  0 38 18
  0  0  0 33 33  0  9  8  0  0 14 33 33  0  9  0 23  0 23 14 33  0 30  0  0 30 30 33 33 23 30 33  0  5  0  0  1  0  0 30 30 14 30  0  0
  0  0  0 33 33  9  0 10  0  0 14 33 33  0  3  0 23  0 23 14 33  0 30  0  0 30 30 33 33 23 30 33  2  3  0  0  0  0  0 30 30 14 30  0  0
  0  0  0 33 33  8 10  0  0  0 14 33 33  0  8  0 23  0 23 14 33  0 30  0  0 30 30 33 33 23 30 33  0  7  0  0  0  0  0 30 30 14 30  0  0
  0  0  0 33 33  0  0  0  0  0  4 33 33  0 14  5 16  0 16  2 33  0 30  0  0 30 30 33 33 16 30 33  0 14  0  1  0  0  0 30 30  5 30  0  0
  0  0  0 18 18  0  0  0  0  0 33 13  6  0 33  0 33  0 33 33  2  0 38  0  0 38 38 13 10 33 38 18  0 33  0  0  0  0  0 38 38 33 38  0  7
 30 30 16  0  0 14 14 14  4 33  0  0  0 33  0 10  0 16  1  3  0 30  0 30 30  0  0  0  1  0  0  0 33  0 33 33 30 33 30  0  0  4  1 30 33
 38 38 33  0  0 33 33 33 33 13  0  0  0 12  0 33  0 33  0  0  0 38  0 38 38  0  0  9  0  0  0  0  1  1  3 12 38  9 38  0  0  0  0 38 13
 38 38 33  0  0 33 33 33 33  6  0  0  0 18  0 33  0 33  0  0 10 38  0 38 38  0  0  0  4  1  0  0 13  0 13 18 38 13 38  0  0  0  0 38  7
  0  0  1  8  8  0  0  0  0  0 33 12 18  0 33  0 33  0 33 33 18  0 38  0  0 38 38 12 18 33 38  2  0 33  0  6  0  0  0 38 38 33 38  0  1
 30 30 23  0  0  9  3  8 14 33  0  0  0 33  0 14  0 23  0  0  0 30  0 30 30  0  0  0  0  0  0  0 33  8 33 33 30 33 30  0  0  0  0 30 33
  0  0  1 33 33  0  0  0  5  0 10 33 33  0 14  0 16  0 16  6 33  0 30  0  0 30 30 33 33 16 30 33  0 14  0  0  0  0  0 30 30  2 30  0  0
 30 30  1  0  0 23 23 23 16 33  0  0  0 33  0 16  0  1  4  0  1 30  1 30 30  0  0  0  0  6  0  0 33  0 33 33 30 33 30  0  0  1  0 30 33
  0  0  8 33 33  0  0  0  0  0 16 33 33  0 23  0  1  0  5 16 33  1 30  0  0 30 30 33 33  9 30 33  0 23  0  0  0  0  0 30 30 16 30  0  0
 30 30  7  1  0 23 23 23 16 33  1  0  0 33  0 16  4  5  0  0  0 30  0 30 30  0  0  0  0  9  0  0 33  0 33 33 30 33 30  0  0  0  1 30 33
 30 30 16  0  1 14 14 14  2 33  3  0  0 33  0  6  0 16  0  0  0 30  0 30 30  0  0  0  0  2  0  0 33  0 33 33 30 33 30  0  0  2  0 30 33
 38 38 33  0  0 33 33 33 33  2  0  0 10 18  0 33  1 33  0  0  0 38  0 38 38  0  0  0  2  0  0  1 13  0 13 18 38 13 38  0  0  1  0 38  5
  0  0  0 38 38  0  0  0  0  0 30 38 38  0 30  0 30  1 30 30 38  0  4  0  0 18 18 38 38 30  7 38  0 30  0  0  0  0  2 16 16 30  9  0  0
 16 18 30  0  0 30 30 30 30 38  0  0  0 38  0 30  1 30  0  0  0  4  0 16 18  0  0  0  0  0  6  0 38  0 38 38 18 38  4  0  0  0 10 16 38
  2  0  0 38 38  0  0  0  0  0 30 38 38  0 30  0 30  0 30 30 38  0 16  0  2 14 14 38 38 30 16 38  0 30  0  0  0  0  0  4  3 30 16  4  0
  0  5  0 38 38  0  0  0  0  0 30 38 38  0 30  0 30  0 30 30 38  0 18  2  0  9  5 38 38 30 18 38  0 30  0  0  5  0  0 14 14 30 18  0  0
 14  1 30  0  0 30 30 30 30 38  0  0  0 38  0 30  0 30  0  0  0 18  0 14  9  0  9  0  0  0  0  0 38  0 38 38  2 38 18  0  1  0  0 14 38
 14  3 30  0  0 30 30 30 30 38  0  0  0 38  0 30  0 30  0  0  0 18  0 14  5  9  0  0  0  0  0  0 38  0 38 38  1 38 18  1  0  0  0 14 38
 38 38 33  0  0 33 33 33 33 13  0  9  0 12  0 33  0 33  0  0  0 38  0 38 38  0  0  0  0  0  0  0  7  0  9 12 38 10 38  0  0  0  0 38 13
 38 38 33  0  0 33 33 33 33 10  1  0  4 18  0 33  0 33  0  0  2 38  0 38 38  0  0  0  0  0  0  0 13  0 13 18 38 13 38  0  0  0  0 38  3
 30 30  5  0  0 23 23 23 16 33  0  0  1 33  0 16  6  9  9  2  0 30  0 30 30  0  0  0  0  0  0  0 33  0 33 33 30 33 30  0  0  0  0 30 33
 16 18 30  0  0 30 30 30 30 38  0  0  0 38  0 30  0 30  0  0  0  7  6 16 18  0  0  0  0  0  0  0 38  0 38 38 18 38  4  0  0  0  1 16 38
 38 38 33  4 10 33 33 33 33 18  0  0  0  2  0 33  0 33  0  0  1 38  0 38 38  0  0  0  0  0  0  0 12  0 12  7 38 12 38  0  0  1  0 38 18
  0  0  0 12 12  0  2  0  0  0 33  1 13  0 33  0 33  0 33 33 13  0 38  0  0 38 38  7 13 33 38 12  0 33  8  0  0  5  0 38 38 33 38  0  0
 30 30 23  0  0  5  3  7 14 33  0  1  0 33  8 14  0 23  0  0  0 30  0 30 30  0  0  0  0  0  0  0 33  0 33 33 30 33 30  2  0  0  0 30 33
  0  0  0 12 12  0  0  0  0  0 33  3 13  0 33  0 33  0 33 33 13  0 38  0  0 38 38  9 13 33 38 12  8 33  0  0  0 10  0 38 38 33 38  0  0
  0  0  0 10  4  0  0  0  1  0 33 12 18  6 33  0 33  0 33 33 18  0 38  0  0 38 38 12 18 33 38  7  0 33  0  0  0  0  0 38 38 33 38  0  0
  2  3  0 38 38  1  0  0  0  0 30 38 38  0 30  0 30  0 30 30 38  0 18  0  5  2  1 38 38 30 18 38  0 30  0  0  0  0  0 14 14 30 18  0  0
  0  0  0 12 12  0  0  0  0  0 33  9 13  0 33  0 33  0 33 33 13  0 38  0  0 38 38 10 13 33 38 12  5 33 10  0  0  0  0 38 38 33 38  0  0
  0  0  0 38 38  0  0  0  0  0 30 38 38  0 30  0 30  0 30 30 38  2  4  0  0 18 18 38 38 30  4 38  0 30  0  0  0  0  0 16 16 30  8  0  0
  8 14 30  0  0 30 30 30 30 38  0  0  0 38  0 30  0 30  0  0  0 16  0  4 14  0  1  0  0  0  0  0 38  2 38 38 14 38 16  0 10  0  0  8 38
  2 14 30  0  0 30 30 30 30 38  0  0  0 38  0 30  0 30  0  0  0 16  0  3 14  1  0  0  0  0  0  0 38  0 38 38 14 38 16 10  0  0  0  8 38
 30 30 16  0  0 14 14 14  5 33  4  0  0 33  0  2  1 16  0  2  1 30  0 30 30  0  0  0  0  0  0  1 33  0 33 33 30 33 30  0  0  0  0 30 33
 16 18 30  0  0 30 30 30 30 38  1  0  0 38  0 30  0 30  1  0  0  9 10 16 18  0  0  0  0  0  1  0 38  0 38 38 18 38  8  0  0  0  0 16 38
  9  1  0 38 38  0  0  0  0  0 30 38 38  0 30  0 30  0 30 30 38  0 16  4  0 14 14 38 38 30 16 38  0 30  0  0  0  0  0  8  8 30 16  0  0
  0  0  0 18 18  0  0  0  0  7 33 13  7  1 33  0 33  0 33 33  5  0 38  0  0 38 38 13  3 33 38 18  0 33  0  0  0  0  0 38 38 33 38  0  0

  0 30 33  0 30  0  0  0 33  1 33  0 30 33  0  1 33  0 14  0 30  0 30  0 33 30 33  0  0 10 33  1  0 10 30 14 16  0  0 16 16  0  0  7  5
 30  0 38  0 18  0  0  0 38  0 38  1 14 38  0  6 38  0 30  0 18  0 18  0 38  1 38  7  0 30 38  0  0  0 14 30 30  0  0 30 30  0  2  2 30
 33 38  0  5 38  1  0  0 12  0 12  0 38 12  0  0 13  0 33  0 38  0 38  0  3 38 13  0  0 33 13  6  1  0 38 33 33  3  1 33 33  0  0  0 33
  0  0  5  0  0 13 33 33  0 38  0 38  0  0 33 38  0 12  0 38  0 38  0 33  2  0  3 38 13  0  0  2 12 33  0  0  0  4 38  0  0 33 38 33  0
 30 18 38  0  0  0  0  0 38  1 38  8 16 38  1  0 38  0 30  0  9  0  8  0 38 18 38  0  0 30 38  0  0  0 16 30 30  0  5 30 30  0  0  0 30
  0  0  1 13  0  0 33 33  0 38  0 38  0  0 33 38  6 18  0 38  0 38  0 33  0  0  1 38  4  0  9 13 18 33  0  0  0 13 38  0  0 33 38 33  0
  0  0  0 33  0 33  0  2  0 30  0 30  0  0  2 30  0 33  5 30  1 30  0 23  0  0  0 30 33  1  0 33 33 14  0  8  0 33 30  1  0 23 30 14  0
  0  0  0 33  0 33  2  0  0 30  0 30  0  0  2 30  0 33  5 30  0 30  0 23  0  0  0 30 33  0  0 33 33 14  0  8  0 33 30  0  1 23 30 14  3
 33 38 12  0 38  0  0  0  0  0 10  0 38  6  0  0 18  4 33  1 38  0 38  0 12 38 18  0  0 33 18  0  5  0 38 33 33  0  0 33 33  0  0  0 33
