         45  7394

  0 34  0 22 34  0  0 34 33 33 34  6 34  0  0 34 33 16  0  0 10 16  0 33  2 33 33 22  0  0 16  0  2 34  0 33  0  0 34  0  8  0  0  0  0
 34  0 37  0  0 12 34  0  0  0  4  0  2 37  8  0  0  0 37 12  0  0 37  0 34  0  0  0 34 24  0 37 34  0 24  0 37  3  8 37  0 34 24 34 37
  0 37  0 33 37  0  0 37  1  2 37 33 37  0  0 37 11 33  6  0 33 33  7 25  0 11 25 33  0  0 33  0  0 37  0 25  0  0 37  0 33  0  0  0  4
 22  0 33  0  0 34  6  0  0  0  0  0  0 33 34  0  1  0 33 34  0  0 33  0 22  0  0  3  1 34  0 33 17  0 34  0 33 34  0 33  0 17 34  6 33
 34  0 37  0  0 15 34  0  0  0  0  0  0 37 24 10  0  0 37 15  0  0 37  0 34  0  0  0 34  9  0 37 34  0  3  0 37 24  0 37  0 34  4 34 37
  0 12  0 34 15  0  0 10 37 37 12 34  4  0  1 15 37 34  0  6 34 34  0 37  0 37 37 34  0  0 34  0  0  6  0 37  0  0 12  0 34  0  0  0  0
  0 34  0  6 34  0  0 34 33 33 34 22 34  0  0 34 33 17  0  0 22 17  0 33  0 33 33  6  6  0 17  0  0 34  0 33  0  0 34  0 22  0  0  7  0
 34  0 37  0  0 10 34  0  0  0  0  0 10 37 12  0  0  0 37  4  0  0 37  0 34  0  0  0 34 15  0 37 34 10 15  0 37 12  2 37  1 34 15 34 37
 33  0  1  0  0 37 33  0  0  9  0  0  0 25 37  0  0  0  8 37  0  0  1  0 33  0  0  0 33 37  0 25 33  0 37  0 11 37  0 11  0 33 37 33 11
 33  0  2  0  0 37 33  0  9  0  0  0  0 25 37  0  0  0  8 37  0  0  7  0 33  3  0  0 33 37  0 25 33  0 37  0 11 37  0 11  0 33 37 33 11
 34  4 37  0  0 12 34  0  0  0  0  0  0 37  5  0  0  0 37 12  1  0 37  0 34  0  0  0 34 24  0 37 34  2 24  0 37  4  5 37  0 34 24 34 37
  6  0 33  0  0 34 22  0  0  0  0  0  0 33 34  0  0  0 33 34  4  0 33  0  3  0  0  0 22 34  0 33 16  0 34  0 33 34  0 33  8 16 34 22 33
