         27  2758

  0 18  0  1  1 26 31 31  0  0  0 26 31  0 26  8 31  0  0  6  0 21  0 21 26 26  0
 18  0  2  9 26  0  0  0 31 31 26  0  0 31  0  2  0 26 31 18 26  0 16  0  0  0 31
  0  2  0  1  0 26 31 31  0  0  0 26 31  0 26 18 31  0  0  3  0 16  0 16 26 26  0
  1  9  1  0  2 26 31 31  0  0  0 26 31  0 26 18 31  0  0  0  0 16  0 16 26 26  0
  1 26  0  2  0  6 24 24  1  0  0 18 24  0 18 26 24  7  0  0  0 26  0 26 15 15  0
 26  0 26 26  6  0  0  0 24 24 15  0  0 24  0  0  0  1 24 26 18  0 26  0  0  0 24
 31  0 31 31 24  0  0  0 10  8 24  0  0 18  0  0  1 24 19 31 24  0 31  0  0  0 18
 31  0 31 31 24  0  0  0 19 19 24  0  1 13  0  0  0 24  9 31 24  0 31  0  0  0 13
  0 31  0  0  1 24 10 19  0  5  0 24 19  0 24 31 18  0  0  0  0 31  0 31 24 24  2
  0 31  0  0  0 24  8 19  5  0  0 24 19  1 24 31 18  0  0  0  0 31  0 31 24 24  0
  0 26  0  0  0 15 24 24  0  0  0 18 24  0 18 26 24  0  0  0  1 26  0 26  1  8  0
 26  0 26 26 18  0  0  0 24 24 18  0  0 24  6  0  0 18 24 26  9  0 26  0  0  0 24
 31  0 31 31 24  0  0  1 19 19 24  0  0 13  0  0  0 24  6 31 24  0 31  0  0  0 13
  0 31  0  0  0 24 18 13  0  1  0 24 13  0 24 31 10  0  0  0  0 31  0 31 24 24  4
 26  0 26 26 18  0  0  0 24 24 18  6  0 24  0  0  0 18 24 26  5  0 26  0  0  0 24
  8  2 18 18 26  0  0  0 31 31 26  0  0 31  0  0  0 26 31  1 26  0 21  0  0  0 31
 31  0 31 31 24  0  1  0 18 18 24  0  0 10  0  0  0 24 13 31 24  0 31  0  0  0  3
  0 26  0  0  7  1 24 24  0  0  0 18 24  0 18 26 24  0  0  0  0 26  0 26 15 15  0
  0 31  0  0  0 24 19  9  0  0  0 24  6  0 24 31 13  0  0  0  0 31  0 31 24 24  0
  6 18  3  0  0 26 31 31  0  0  0 26 31  0 26  1 31  0  0  0  0 21  0 21 26 26  0
  0 26  0  0  0 18 24 24  0  0  1  9 24  0  5 26 24  0  0  0  0 26  0 26 18 18  0
