        175

  0  0 22 39  0  0 39 28 28  5 17 38 22  0 28 28  8  0  0  0 39 30  0  0 28  0 30 17 38  0 15 39 39  0  0 30 28  0 30  1  0  0  1  0 15  0  0 38  0  0 30 30 25  0 25 25  0  0  6  0  0  0 38 28  0 39  0  0 39 30  0  0 39 38  0 30 39 39 25  0 30 15 38  0  0  0 28  0  0 38 38  0  0  0 38 39  0 38 38 39  0 30  0  0  0 38  0  0 39  0  0  0  0 28 38  0  0  0  4 38  0 30 10 28 22 38 17  0 38 28  0  0 39  4  0  0 28  0  0  0 30 38  0  0 39  0 28  0 28 30  0  0 22  0 28 17 30  0  0 38 39  0  0  0 28  0 39 30  0 28 30 30 28  0  0
  0  0 28 40  0  0 40  6 15  0 28 37 28  0 21 21  0  5  0  0 40 35  0  0 24  0 35 28 37  0 28 40 40  0  0 35 15  0 35  0  0  1  0  0 28  0  0 37  0  0 35 35 28  0 28 28  1  9 28  0  0  0 37  6  0 40  0  0 40 35  0  1 40 37  0 35 40 40 28  0 35 28 37  0  0  0 24  0  0 37 37  0  0  0 37 40  0 37 37 40  0 35  0  0  0 37  0  0 40  0  0  0  0 15 37  0  0  0 28 37  0 35 28 24 28 37 28  0 37 21  0  0 40  0  0  0 24  0  0  0 35 37  0  0 40  0 21  0 24 35  0  0 28  0 15 28 35  0  0 37 40  0  0  0 10  0 40 35  0  3 35 35 24  0  0
 22 28  0  0 28 30  0  0  1 22  0  0  9 30  0  0 22 28  9 30  0  0 39 28  0 39  0  0  0 30  0  0  0 28 28  0  0 23  0 28 39 28 25 23  0 38 38  0 38 30  0  0  0 30  0  2 38 28  0 25 39 28  0  0 30  0 30 38  0  0 30 23  0  0 28  0  0  0  0 39  0  0  0 30 39 30  0 38 25  0  0 38 39 28  0  0 13  0  0  0 28  0 13 30 39  0  8 30  0 38 38 30 39  0  0 38 25 30  0  0 38  0  0  0  4  0  0 13  0  0 39 28  0 22 38 28  0 39 30 38  0  0 30 39  0 30  0 39  0  0 39 39  4  1  0  0  0 28 39  0  0 38 38 39  0 28  0  0 38  0  0  0  0 39 38
 39 40  0  0 40 40  0  0  0 39  0  1  0 40  0  0 39 40 39 40  0  0  7 40  0 16  0  0  0 40  0  0 10 40 40  0  0 39  0 40 25 40 39 39  0 30 30  0 30 40  0  0  0 40  0  0 30 40  0 39 16 40  0  0 40  0 40 30  0  0 40 39  0  0 40  0  0  0  0 25  0  0  0 40 25 40  0 30 39  0  0 30 25 40  0  0 39  0  0  0 40  0 39 40 16  0 39 40  2 30 30 40  8  0  0 30 39 40  0  0 30  0  0  0  0  0  0 39  0  0 16 40  0 39 30 40  0 15 40 30  0  0 40 25  9 40  0 25  0  0 15 15  0 39  0  0  0 40 15  0  0 30 30  6  0 40  2  0 30  0  0  0  0 25 30
  0  0 28 40  0  0 40 21 23  0 28 37 28  0 10  1  0  0  0  0 40 35  0  0 18  0 35 28 37  0 28 40 40  0  0 35 23  0 35  0  0  0  0  0 28  0  0 37  0  0 35 35 28  0 28 28  0  0 28  0  0  0 37 21  0 40  0  0 40 35  0  2 40 37  8 35 40 40 28  0 35 28 37  0  0  0 21  0  0 37 37  0  0  0 37 40  0 37 37 40  0 35  0  0  0 37  0  0 40  0  0  0  0 23 37  0  0  0 28 37  0 35 28 21 28 37 28  0 37  3  0  4 40  0  0  0 18  0  0  0 35 37  0  0 40  0  3  0 18 35  0  0 28  0 23 28 35  0  0 37 40  0  0  1 21  0 40 35  0 21 35 35 21  0  0
  0  0 30 40  0  0 40 35 35  0 30 40 30  6 35 35  0  0  0  0 40  5  0  0 35  0 24 30 40  0 30 40 40  0  0 19 35  0 24  0  0  0  0  0 30  0  0 40  0  0  6 24 30  0 30 30  0  0 30  0  0  0 40 35  0 40  1  0 40 14  0  0 40 40  0 24 40 40 30  0 18 30 40  0  0  0 35  0  0 40 40  0  0  0 40 40  0 40 40 40  0 19  0  1  0 40  0  0 40  0  0  7  0 35 40  0  0  0 30 40  0 18 30 35 30 40 30  0 40 35  0  0 40  0  0  0 35  0  9  0 14 40  0  0 40  0 35  0 35  6  0  0 30  0 35 30 19  0  0 40 40  0  0  0 35  0 40 18  0 35 14 19 35  0  0
 39 40  0  0 40 40  0  0  0 39  0  0  0 40  0  0 39 40 39 40  0  0 16 40  0  3  0  0  0 40  0  0  0 40 40  0  0 39  0 40 19 40 39 39  0 30 30  0 30 40  0  0  0 40  0  0 30 40  0 39  4 40  0  0 40  3 40 30  0  0 40 39  7  0 40  0  0  1  0 23  0  0  0 40 23 40  0 30 39  0  0 30 19 40  0  0 39  0  0  1 40  0 39 40  8  0 39 40  0 30 30 40 16  0  0 30 39 40  0  0 30  0  1  0  0  0  0 39  0  0  6 40  0 39 30 40  0 13 40 30  0  0 40 23  0 40  0 19  0  0 13 13  0 39  0  0  0 40 13  0  0 30 30 16  0 40  0  0 30  0  0  0  0 19 30
 28  6  0  0 21 35  0  0  0 28  0  0  0 35  0  0 28  8 28 35  0  0 40 24  0 40  0  0  0 35  0  0  0 24 24  0  1 28  0 24 40 15 28 28  0 37 37  0 37 35  0  0  0 35  0  0 37  4  0 28 40 15  0  4 35  0 35 37  2  0 35 28  0  0 21  0  0  0  0 40  0  0  0 35 40 35  0 37 28  0  0 37 40 24  0  0 28  0  0  0 24  0 28 35 40  0 28 35  0 37 37 35 40  0  0 37 28 35  0  0 37  0  0  0  0  0  0 28  0  0 40 21  0 28 37 24  0 40 35 37  0  0 35 40  0 35  0 40  0  0 40 40  0 28  0  1  0 15 40  0  0 37 37 40  9 24  0  0 37  1  0  0  0 40 37
 28 15  1  0 23 35  0  0  0 28  0  0  0 35  0  0 28 15 28 35  0  0 40 25  0 40  0  2  0 35  0  0  0 16 16  0  2 28  0 16 40  9 28 28  0 37 37  0 37 35  0  0  0 35  0  0 37 15  0 28 40  6  0  2 35  0 35 37  0  0 35 28  0  0 23  0  0  0  0 40  0  0  0 35 40 35  0 37 28  0  0 37 40 25  0  0 28  0  1  0 25  0 28 35 40  0 28 35  0 37 37 35 40  1  1 37 28 35  0  0 37  0  0  0  0  0  0 28  0  0 40 23  0 28 37 16  0 40 35 37  0  0 35 40  0 35  0 40  0  0 40 40  0 28  7  0  0  3 40  0  0 37 37 40  0 25  0  0 37  0  0  0  0 40 37
  5  0 22 39  0  0 39 28 28  0 17 38 22  0 28 28  1  0  0  0 39 30  0  0 28  0 30 17 38  0 15 39 39  0  0 30 28  0 30  0  0  0  0  0 15  0  0 38  0  0 30 30 25  0 25 25  0  0  4  0  0  0 38 28  0 39  0  0 39 30  0  0 39 38  0 30 39 39 25  0 30 15 38  0  0  0 28  0  3 38 38  0  0  1 38 39  0 38 38 39  0 30  0  0  0 38  0  0 39  0  0  0  0 28 38  0  0  0  4 38  0 30  2 28 22 38 17  0 38 28  0  0 39  7  0  0 28  0  0  0 30 38  0  0 39  0 28  0 28 30  0  0 22  0 28 17 30  0  0 38 39  0  0  0 28  0 39 30  0 28 30 30 28  0  0
