         27  2906

  0  0 28  0 28  0  0  0 28 19 19 11  8  0 28 28  0  0 11 28  0  7 28 28  0  1  0
  0  0  7  1 16  0  1  2 17 28 28 28 28  0 24 24  0  0 28 24  0  0 24 17  0  0  2
 28  7  0 24  1 17 24 16  0  0  0  0  0 24  0  0 24 24  0  0 28 28  1  0 28 16  2
  0  1 24  0 24  0  1  0 24 28 28 28 28  0 14 11  9  0 28 11  0  0  9 24  0  0  0
 28 16  1 24  0 11 24 10  0  0  0  0  1 24  0  0 24 24  0  0 28 28  0  0 28  7 16
  0  0 17  0 11  0  0  0  7 28 28 28 28  0 24 24  0  0 28 24  0  0 24  8  0  0  0
  0  1 24  1 24  0  0  0 24 28 28 28 28  3  8 14  0  0 28 14  0  0 14 24  0  0  0
  0  2 16  0 10  0  0  0 11 28 28 28 28  0 24 24  0  0 28 24  0  0 24 11  0 10  0
 28 17  0 24  0  7 24 11  0  0  0  1  0 24  0  0 24 24  0  0 28 28  0  3 28 11 17
 19 28  0 28  0 28 28 28  0  0  1  0  0 28  0  0 28 28  0  0  3 19  0  1 21 28 28
 19 28  0 28  0 28 28 28  0  1  0  1  0 28  0  0 28 28  0  0  7 19  0  0 21 28 28
 11 28  0 28  0 28 28 28  1  0  1  0  0 28  0  0 28 28  1  0 21 11  0  0  2 28 28
  8 28  0 28  1 28 28 28  0  0  0  0  0 28  0  0 28 28  0  0 19  9  0  0 11 28 28
  0  0 24  0 24  0  3  0 24 28 28 28 28  0  9 14  0  0 28 14  0  0 14 24  0  0  0
 28 24  0 14  0 24  8 24  0  0  0  0  0  9  0  0 14 14  0  0 28 28  1  0 28 24 24
 28 24  0 11  0 24 14 24  0  0  0  0  0 14  0  0 11  8  0  6 28 28  0  0 28 24 24
  0  0 24  9 24  0  0  0 24 28 28 28 28  0 14 11  0  0 28 11  0  0  7 24  0  0  0
  0  0 24  0 24  0  0  0 24 28 28 28 28  0 14  8  0  0 28  9  0  0 11 24  0  0  0
 11 28  0 28  0 28 28 28  0  0  0  1  0 28  0  0 28 28  0  0 21 11  0  1  6 28 28
 28 24  0 11  0 24 14 24  0  0  0  0  0 14  0  6 11  9  0  0 28 28  0  0 28 24 24
  0  0 28  0 28  0  0  0 28  3  7 21 19  0 28 28  0  0 21 28  0  0 28 28  1  0  0
  7  0 28  0 28  0  0  0 28 19 19 11  9  0 28 28  0  0 11 28  0  0 28 28  0  0  0
 28 24  1  9  0 24 14 24  0  0  0  0  0 14  1  0  7 11  0  0 28 28  0  0 28 24 24
 28 17  0 24  0  8 24 11  3  1  0  0  0 24  0  0 24 24  1  0 28 28  0  0 28 11 17
  0  0 28  0 28  0  0  0 28 21 21  2 11  0 28 28  0  0  6 28  1  0 28 28  0  0  0
  1  0 16  0  7  0  0 10 11 28 28 28 28  0 24 24  0  0 28 24  0  0 24 11  0  0  1
  0  2  2  0 16  0  0  0 17 28 28 28 28  0 24 24  0  0 28 24  0  0 24 17  0  1  0

  0 28 14  0  0 14  4  0 24 14  0 28  1 24  0  0 24 24 28  0  0 28  0  0 28  0  0
 28  0 28  0  0 28  0  5 28 28  0  8  0 28  0  0 28 28 21  0  0 11  0  0 21  0  0
 14 28  0  1  0 11  0  0 24  2  3 28  2 24  0  0 24 24 28  0  2 28  0  0 28  0  0
  0  0  1  0 28  0 28 11  0  0 28  2 28  0 28 28  0  0  0 28 28  3 28  1  0 28 19
  0  0  0 28  0  0 24 28  0  0 24  0 24  1  3 24  0 10  0 11 24  0 16 28  0 16 28
 14 28 11  0  0  0  0  0 24 11  2 28  0 24  0  3 24 24 28  1  6 28  0  0 28  0  0
  4  0  0 28 24  0  0 28  0  1 14  0  8  0 24 14  0  0  0 24 14  0 24 28  0 24 28
  0  5  0 11 28  0 28  0  0  0 28  6 28  0 28 28  0  0  0 28 28  2 28 11  0 28 21
 24 28 24  0  0 24  0  0  0 24  0 28  0 10  3  0 17 11 28  3  0 28  1  0 28  0  0
 14 28  2  0  0 11  1  0 24  0  5 28  0 24  0  2 24 24 28  0  0 28  1  0 28  0  0
  0  0  3 28 24  2 14 28  0  5  0  0 14  0 24 11  0  1  0 24 11  0 24 28  0 24 28
 28  8 28  2  0 28  0  6 28 28  0  0  0 28  0  0 28 28 21  0  0 11  0  0 21  0  0
  1  0  2 28 24  0  8 28  0  0 14  0  0  0 24 14  0  0  0 24 14  0 24 28  0 24 28
 24 28 24  0  1 24  0  0 10 24  0 28  0  0  0  0 17 11 28  6  0 28  0  0 28  0  0
  0  0  0 28  3  0 24 28  3  0 24  0 24  0  0 24  0  1  1 11 24  0 16 28  0 16 28
  0  0  0 28 24  3 14 28  0  2 11  0 14  0 24  0  0  0  0 24  2  0 24 28  0 24 28
 24 28 24  0  0 24  0  0 17 24  0 28  0 17  0  0  0 16 28  2  0 28  4  0 28  9  0
 24 28 24  0 10 24  0  0 11 24  1 28  0 11  1  0 16  0 28  1  0 28  0  0 28  0  0
 28 21 28  0  0 28  0  0 28 28  0 21  0 28  1  0 28 28  0  0  0 19  0  1  8  0  8
  0  0  0 28 11  1 24 28  3  0 24  0 24  6 11 24  2  1  0  0 24  1 17 28  0 17 28
