         27  3070

  0  0 19  0  0  0 31 31 27 19 27 31  0 10 27  0 31  1 17  0  0  0  0  0  1 27  0
  0  0 13  0  0  0 31 31 27 13 27 31  0 17 27  0 31  0  4  2  0  0  0  0 17 27  0
 19 13  0 27 27 31  1  0  0  9  0  0 31  1  1 31  0  6  0 13 27 31 31 27  0  0 27
  0  0 27  0  0  0 28 28  7 27 14 28  0 27 20  0 28  0 27  0  0  0  0  6 27 20  2
  0  0 27  0  0  0 28 28 20 27 17 28  0 27  8  0 28  0 27  0  0  0  0  0 27  2  0
  0  0 31  0  0  0 13 19 28 31 28  7  0 31 28  2 13  0 31  0  0  0  0  0 31 28  0
 31 31  1 28 28 13  0  0  0  0  0  0 21  0  1 13  1 31  0 31 28 21  4 28  0  0 28
 31 31  0 28 28 19  0  0  1  0  0  1  2  0  0 19  0 31  0 31 28  6 21 28  0  0 28
 27 27  0  7 20 28  0  1  0  0  2  0 28  0  0 28  0 27  0 27 14 28 28  3  0  0 14
 19 13  9 27 27 31  0  0  0  0  0  0 31  0  0 31  0  4  0 13 27 31 31 27  0  0 27
 27 27  0 14 17 28  0  0  2  0  0  0 28  0  0 28  0 27  0 27  7 28 28 14  0  0  5
 31 31  0 28 28  7  0  1  0  0  0  0 19  0  0  1  0 31  0 31 28 19 13 28  0  0 28
  0  0 31  0  0  0 21  2 28 31 28 19  0 31 28  1 21  0 31  0  0  3  0  0 31 28  0
 10 17  1 27 27 31  0  0  0  0  0  0 31  0  0 31  0 19  0 17 27 31 31 27  6  0 27
 27 27  1 20  8 28  1  0  0  0  0  0 28  0  0 28  0 27  0 27 17 28 28 20  0  5 17
  0  0 31  0  0  2 13 19 28 31 28  1  1 31 28  0 13  0 31  0  0  0  0  0 31 28  0
 31 31  0 28 28 13  1  0  0  0  0  0 21  0  0 13  0 31  0 31 28 21  4 28  0  0 28
  1  0  6  0  0  0 31 31 27  4 27 31  0 19 27  0 31  0 13  0  0  0  0  0 19 27  0
 17  4  0 27 27 31  0  0  0  0  0  0 31  0  0 31  0 13  0  5 27 31 31 27  0  0 27
  0  2 13  0  0  0 31 31 27 13 27 31  0 17 27  0 31  0  5  0  2  0  0  0 17 27  0
  0  0 27  0  0  0 28 28 14 27  7 28  0 27 17  0 28  0 27  2  0  0  0  2 27 17  4
  0  0 31  0  0  0 21  6 28 31 28 19  3 31 28  0 21  0 31  0  0  0  0  0 31 28  0
  0  0 31  0  0  0  4 21 28 31 28 13  0 31 28  0  4  0 31  0  0  0  0  0 31 28  0
  0  0 27  6  0  0 28 28  3 27 14 28  0 27 20  0 28  0 27  0  2  0  0  0 27 20  0
  1 17  0 27 27 31  0  0  0  0  0  0 31  6  0 31  0 19  0 17 27 31 31 27  0  0 27
 27 27  0 20  2 28  0  0  0  0  0  0 28  0  5 28  0 27  0 27 17 28 28 20  0  0 17
  0  0 27  2  0  0 28 28 14 27  5 28  0 27 17  0 28  0 27  0  4  0  0  0 27 17  0

  0  0  1  0  1 27  0  0  0  0 28 17  1 28  0  6  0 28 27 17 14 27  0 27 27  0 28
  0  0 31 31 28  0 28 31 31 19 10  0 28  0 19 28  9  0  0  0  0  0 21  0  0 28  0
  1 31  0 19 27  0 27 13 13 31  0  0 27  0 31 27 31  0  0  0  0  1 31  7  7 27  0
  0 31 19  0 27  7 27 17 17 31  0  0 27  0 31 27 31  0  3  0  0  2 31  0  0 27  0
  1 28 27 27  0  0 20 27 27 28  0 10 17  1 28 17 28  0  0  2  2  0 28  0  0 20  0
 27  0  0  7  0  0  0  0  0  0 31 27  0 31  0  0  0 31  4 27 27 17  0 19 19  0 31
  0 28 27 27 20  0  0 27 27 28  0  0 14  0 28 14 28  0  0  0  6  0 28  0  0  4  0
  0 31 13 17 27  0 27  0  6 31  0  0 27  0 31 27 31  0  1  0  0  4 31  1  0 27  0
  0 31 13 17 27  0 27  6  0 31  0  0 27  0 31 27 31  0  0  0  0  9 31  0  2 27  0
  0 19 31 31 28  0 28 31 31  0  0  0 28 10 10 28 19  0  0  0  0  0 13  0  0 28  3
 28 10  0  0  0 31  0  0  0  0  0 28  0 19  0  0  9 21 31 28 28 31  2 31 31  0 21
 17  0  0  0 10 27  0  0  0  0 28  0  0 28  0  1  2 28 27  6 20 27  0 27 27  3 28
  1 28 27 27 17  0 14 27 27 28  0  0  0  0 28  6 28  0  0  3  0  0 28  0  0 14  0
 28  0  0  0  1 31  0  0  0 10 19 28  0  0  3  0  0 13 31 28 28 31  2 31 31  0 13
  0 19 31 31 28  0 28 31 31 10  0  0 28  3  0 28 19  1  0  0  0  0 13  0  0 28  0
  6 28 27 27 17  0 14 27 27 28  0  1  6  0 28  0 28  0  0  0  0  0 28  0  0 14  0
  0  9 31 31 28  0 28 31 31 19  9  2 28  0 19 28  0  1  0  0  0  0 21  0  0 28  0
 28  0  0  0  0 31  0  0  0  0 21 28  0 13  1  0  1  0 31 28 28 31  9 31 31  0 10
 27  0  0  3  0  4  0  1  0  0 31 27  0 31  0  0  0 31  0 27 27 17  0 19 19  0 31
 17  0  0  0  2 27  0  0  0  0 28  6  3 28  0  0  0 28 27  0 20 27  0 27 27  0 28
 14  0  0  0  2 27  6  0  0  0 28 20  0 28  0  0  0 28 27 20  0 27  1 27 27  3 28
 27  0  1  2  0 17  0  4  9  0 31 27  0 31  0  0  0 31 17 27 27  0  0 13 13  0 31
  0 21 31 31 28  0 28 31 31 13  2  0 28  2 13 28 21  9  0  0  1  0  0  0  0 28  4
 27  0  7  0  0 19  0  1  0  0 31 27  0 31  0  0  0 31 19 27 27 13  0  0  4  0 31
 27  0  7  0  0 19  0  0  2  0 31 27  0 31  0  0  0 31 19 27 27 13  0  4  0  0 31
  0 28 27 27 20  0  4 27 27 28  0  3 14  0 28 14 28  0  0  0  3  0 28  0  0  0  0
 28  0  0  0  0 31  0  0  0  3 21 28  0 13  0  0  0 10 31 28 28 31  4 31 31  0  0
