         75 13782

  0 16  0  0  6 24 24 27  0  0  0  0  0 24 24  0  0  0 24 29  0 27 30 24 29 29  0 30 27  0 27 16  0 19 30  0  0 30  0 16  0 27  0 27 30 29  0  0  0  3  0  0  2 30 29  0  0 29  0 19 27  0 29  0  0  0 30  0 27 10 24 24  0  0 30
 16  0 27 24  0  0  0  0 30 30 29 24 29  0  0 27 24 24  0  0 30  0  0  0  0  0 29  0  0  2  0  3 29  0  0 24 30  0 24  2 27  0 30  0  0  0 29 30 29 16 29 15 16  0  0 27 27  0 30  0  0  2  0 29 27 27  0 24  0  0  0  0 15 15  0
  0 27  0  0 27 27 27 19  0  0  0  1  0 27 27  1  0  0 27 29  0 16 26 27 29 29  0 26  9  0  8 27  0 27 26  0  0 26  0 27  0 19  0 16 26 29  0  0  0  0  0  0  0 26 29  0  0 29  0 27 19  0 29  0  0  8 26  0 16 27 27 27  0  0 26
  0 24  0  0 24  2 18 27  0  0  0  0  0 18  9  0  0  0 14 28  0 27 29  9 28 28  0 29 27  0 27 24  0 24 29  0  0 29  0 24  1 27  0 27 29 28  0  0  0  0  0  0  0 29 28  0  0 28  0 24 27  0 28  1  0  0 29 10 27 24 18 14  0  0 29
  6  0 27 24  0  0  0  0 30 30 29 24 29  0  0 27 24 24  0  0 30  0  0  0  0  0 29  0  0 16  0  0 29  1  0 24 30  0 24  0 27  0 30  0  0  0 29 30 29  4 29 19  1  0  0 27 27  0 30  0  0 16  0 29 27 27  0 24  0  1  0  0 19 19  0
 24  0 27  2  0  0  0  0 29 29 28 14 28  0  4 27 18 14  0  0 29  0  0 10  0  0 28  0  0 24  0  0 28  0  0 18 29  0 14  0 27  0 29  0  0  0 28 29 28 24 28 24 24  0  0 27 27  0 29  0  1 24  0 28 27 27  0  6  0  0  0  0 24 24  0
 24  0 27 18  0  0  0  0 29 29 28 14 28  7  0 27  3 14  0  0 29  0  0  0  0  0 28  0  0 24  0  0 28  0  0  3 29  0 14  0 27  0 29  0  0  0 28 29 28 24 28 24 24  0  1 27 27  0 29  0  0 24  0 28 27 27  0 18  0  0  3  0 24 24  0
 27  0 19 27  0  0  0  0 26 26 29 27 29  0  1 19 27 27  0  0 26  0  0  0  0  0 29  0  0 27  0  1 29  0  0 27 26  0 27  0  8  7 26  0  0  0 29 26 29 27 29 27 27  0  0 12 12  0 26  0  6 27  0 29  1 19  0 27  0  0  0  0 27 27  0
  0 30  0  0 30 29 29 26  0  3  0  0  0 29 29  0  0  0 29 27  0 26 10 29 27 27  0 21 26  0 26 30  0 30  9  0  7 21  0 30  0 26  0 26 15 27  1  0  0  0  0  0  0 15 27  0  0 27  0 30 26  0 27  0  0  0 15  0 26 30 29 29  0  0 21
  0 30  0  0 30 29 29 26  3  0  0  0  0 29 29  0  0  0 29 27  0 26  8 29 27 27  0 21 26  0 26 30  0 30  9  0 10 21  0 30  0 26  0 26 15 27  0  0  0  0  0  0  0 15 27  0  0 27  0 30 26  0 27  0  0  0 15  0 26 30 29 29  0  0 21
  0 29  0  0 29 28 28 29  0  0  0  1  0 28 28  0  0  0 28 18  0 29 27 28 21 18  0 27 29  0 29 29  4 29 27  0  0 27  0 29  0 29  0 29 27  8  6  0  1  0  0  0  0 27 18  0  0 21  0 29 29  0  5  0  0  0 27  0 29 29 28 28  0  0 27
  0 24  1  0 24 14 14 27  0  0  1  0  0 14 14  0  0  4  5 28  0 27 29 14 28 28  0 29 27  0 27 24  0 24 29  0  0 29  1 24  0 27  0 27 29 28  0  0  0  0  0  0  1 29 28  0  0 28  0 24 27  0 28  0  0  0 29  0 27 24 14  8  0  0 29
  0 29  0  0 29 28 28 29  0  0  0  0  0 28 28  0  0  0 28 19  0 29 27 28  7 19  0 27 29  0 29 29  0 29 27  0  0 27  0 29  0 29  0 29 27 21  0  0  3  0  9  0  0 27 19  0  0  1  0 29 29  0 21  0  0  0 27  0 29 29 28 28  0  0 27
