         75 12060

  0 30 19 30 30 30  0 30  0 30  0 30  7 11  0  0 30  0 19  0 30  0 30 15 30  0  0  0  0  3 30 30  0  0 30  0 30  0  0 30  0  0  0  0  0 30 30  0 30  2  4  0  0 11  0  0  0  0 11  0  0 30  0 30 18 15 19 30 18 30  1 30 30  0 30
 30  0  0  0  0  0 30  0 14  0 13  0  0  0 30 29  0 29  0 30  0 29  0  0  0  3 30 29 29 30  0  0  3 29  0 16  0 16 29  0  2 18 30 30 29  0  0 30  0 30  0 30 29  0 29 18 29 29  0 30 14  0 13  0  0  0  0  0  0  0 30  0  0 16  4
 19  0  0  0  0  0  6  0 30  0 30  0  0  0 17 30  0 30  5 11  0 30  0  0  0 30 11 30 30 19  0  0 30 30  0 30  0 30 30  0 30 30 17 13 30  0  0 13  0 19  0 13 30  1 30 30 30 30  0  8 30  0 30  0  0  0  8  0  0  0 11  0  0 30  0
 30  0  0  0  0  0 30  0 29  1 29  0  0  0 30 12  0 11  0 30  2  4  0  0  0 29 30 12 15 30  0  0 29 11  2 29  0 29  1  0 29 29 30 30 11  0  0 30  0 30  0 30 12  0 15 29 11 11  0 30 29  0 29  0  0  0  0  8  0  0 30  0  0 29  0
 30  0  0  0  0  9 30  8  4  0 15  0  0  0 30 29  0 29  0 30  0 29  0  0  0 14 30 29 29 30  0  0 14 29  0 17  0 17 29  0 14 15 30 30 29  0  0 30  0 30  0 30 29  0 29 15 29 29  0 30  2  0 15  0  0  0  0  0  0  0 30  3  0 17  0
 30  0  0  0  9  0 30  1  5  0 15  0  0  0 30 29  0 29  0 30  1 29  0  0  0 14 30 29 29 30  0  0 14 29  0 17  0 17 29  0 14 15 30 30 29  0  0 30  0 30  0 30 29  0 29 15 29 29  0 30  4  2 15  0  0  0  0  0  0  0 30  0  0 17  0
  0 30  6 30 30 30  0 30  0 30  0 30 19 17  0  0 30  0  9  0 30  0 30 11 30  0  0  0  0  0 30 30  0  0 30  0 30  0  0 30  0  0  0  0  0 30 30  0 30  0 19  0  0 17  0  0  0  0 17  8  0 30  0 30 13 11 10 30 13 30  0 30 30  0 30
 30  0  0  0  8  1 30  0  5  1 15  0  0  0 30 29  0 29  0 30  0 29  0  0  0 14 30 29 29 30  0  0 14 29  0 17  0 17 29  0 14 15 30 30 29  1  0 30  0 30  0 30 29  0 29 15 29 29  0 30  1  0 15  0  0  0  0  0  0  0 30  0  0 17  0
  0 14 30 29  4  5  0  5  0 15  0 15 30 30  0  0 17  0 30  0 29  0 29 30 17  0  0  0  0  0 29 15  0  0 29  0 29  0  0 29  0  0  0  0  0 15 29  0 29  0 30  0  0 30  0  1  0  0 30  0  3 15  0 29 30 30 30 29 30 29  0 15 29  0 14
 30  0  0  1  0  0 30  1 15  0  4  2  0  0 30 29  0 29  0 30  0 29  0  0  0 13 30 29 29 30  0  4 13 29  0 18  0 18 29  0 13 15 30 30 29  0  0 30  0 30  0 30 29  0 29 15 29 29  0 30 15  0  3  0  0  0  0  0  0  0 30  0  0 18  0
  0 13 30 29 15 15  0 15  0  4  0  8 30 30  0  0 18  0 30  0 29  0 29 30 18  0  0  0  0  0 29  3  0  0 29  0 29  0  0 29  0  0  0  0  0 15 29  0 29  0 30  0  0 30  0  0  0  0 30  0  1 15  3 29 30 30 30 29 30 29  0 15 29  0 13
 30  0  0  0  0  0 30  0 15  2  8  0  0  0 30 29  0 29  0 30  0 29  0  0  0 13 30 29 29 30  0  8 13 29  0 18  0 18 29  0 13 15 30 30 29  0  0 30  0 30  0 30 29  0 29 15 29 29  0 30 15  3  5  0  0  0  0  0  0  0 30  0  0 18  0
  7  0  0  0  0  0 19  0 30  0 30  0  0  0 11 30  0 30  0 15  0 30  0  0  0 30 15 30 30  1  0  0 30 30  0 30  0 30 30  0 30 30 11 18 30  0  0 18  0  2  3 18 30  0 30 30 30 30  0 19 30  0 30  0  0  2  0  0  0  0 15  0  0 30  0
 11  0  0  0  0  0 17  0 30  0 30  0  0  0  2 30  0 30  0 18  0 30  0  0  0 30 18 30 30 11  0  0 30 30  0 30  0 30 30  0 30 30  9 21 30  0  0 21  0 11  0 21 30  9 30 30 30 30  6 17 30  0 30  0  0  0  0  0  0  0 18  0  0 30  0
  0 30 17 30 30 30  0 30  0 30  0 30 11  2  0  0 30  0 17  0 30  0 30 18 30  0  0  0  0  0 30 30  0  0 30  0 30  0  0 30  0  0  2  0  0 30 30  0 30  0 11  0  0  6  0  0  0  1  5  0  0 30  0 30 21 18 17 30 21 30  0 30 30  0 30
  0 29 30 12 29 29  0 29  0 29  0 29 30 30  0  0 29  0 30  0 12  0 20 30 29  0  0  7  0  0  1 29  0  2 20  0 21  0  0 20  0  0  0  0  0 29 20  0  5  0 30  0  2 30  0  0  0  0 30  0  0 29  0 21 30 30 30 12 30 21  0 29 20  0 29
 30  0  0  0  0  0 30  0 17  0 18  0  0  0 30 29  0 29  0 30  0 29  0  0  5 16 30 29 29 30  0  0 16 29  0  6  0  1 29  0 16 11 30 30 29  0  0 30  0 30  0 30 29  0 29 11 29 29  0 30 17  0 18  0  0  0  0  0  0  0 30  0  0  1  1
  0 29 30 11 29 29  0 29  0 29  0 29 30 30  0  0 29  0 30  0 11  0  8 30 29  0  0  0  0  0 20 29  0  0  7  0 11  0  2  7  0  1  0  0  0 29 14  0 20  0 30  0  0 30  0  0  0  5 30  1  0 29  0 11 30 30 30 11 30 11  0 29 14  0 29
 19  0  5  0  0  0  9  0 30  0 30  0  0  0 17 30  0 30  0 11  0 30  0  0  0 30 11 30 30 19  0  0 30 30  0 30  0 30 30  0 30 30 17 13 30  0  0 13  0 19  0 13 30  0 30 30 30 30  0 10 30  0 30  0  0  0  4  0  0  0 11  0  0 30  0
  0 30 11 30 30 30  0 30  0 30  0 30 15 18  0  0 30  0 11  0 30  0 30  9 30  0  8  0  0  0 30 30  0  0 30  0 30  0  0 30  0  0  0  0  0 30 30  1 30  2 15  0  0 18  0  0  0  0 18  0  0 30  0 30 14  8 11 30 14 30  5 30 30  0 30
 30  0  0  2  0  1 30  0 29  0 29  0  0  0 30 12  0 11  0 30  0 10  2  0  0 29 30 12 15 30  0  0 29 11  0 29  0 29  4  0 29 29 30 30 11  0  0 30  0 30  0 30 12  0 15 29 11 11  0 30 29  0 29  2  0  0  0 10  0  0 30  0  0 29  0
  0 29 30  4 29 29  0 29  0 29  0 29 30 30  0  0 29  0 30  0 10  0 11 30 29  0  0  0  0  0 12 29  0  0 11  0 15  0  9 11  0  0  0  0  0 29 11  0 12  0 30  0  0 30  0  0  0  3 30  0  0 29  0 15 30 30 30  7 30 15  0 29 11  0 29
 30  0  0  0  0  0 30  0 29  0 29  0  0  0 30 20  0  8  0 30  2 11  0  0  0 29 30 20 11 30  0  0 29 14  8 29  0 29 11  7 29 29 30 30 14  0  0 30  0 30  0 30 20  0 11 29 14  6  0 30 29  0 29  0  0  0  0  0  0  0 30  0  0 29  0
 15  0  0  0  0  0 11  0 30  0 30  0  0  0 18 30  0 30  0  9  0 30  0  0  0 30  5 30 30 15  0  0 30 30  0 30  0 30 30  0 30 30 18 14 30  0  0 14  0 15  2 14 30  0 30 30 30 30  0 11 30  0 30  0  1 10  0  0  0  0 10  0  0 30  0
 30  0  0  0  0  0 30  0 17  0 18  0  0  0 30 29  5 29  0 30  0 29  0  0  0 16 30 29 29 30  0  0 16 29  0  9  0  7 29  0 16 11 30 30 29  0  0 30  0 30  0 30 29  0 29 11 29 29  0 30 17  0 18  0  0  0  0  0  0  0 30  0  0  3  0
  0  3 30 29 14 14  0 14  0 13  0 13 30 30  0  0 16  0 30  0 29  0 29 30 16  0  0  0  0  0 29 13  3  0 29  0 29  1  0 29  2  0  0  0  0 18 29  0 29  0 30  0  0 30  0  0  0  0 30  0  0 18  0 29 30 30 30 29 30 29  0 18 29  0  3
  0 30 11 30 30 30  0 30  0 30  0 30 15 18  0  0 30  0 11  8 30  0 30  5 30  0  0  0  0  1 30 30  0  0 30  0 30  0  0 30  0  0  0  0  0 30 30  0 30  0 15  0  0 18  0  0  0  0 18  0  0 30  0 30 14  3 11 30 14 30  7 30 30  0 30
  0 29 30 12 29 29  0 29  0 29  0 29 30 30  0  7 29  0 30  0 12  0 20 30 29  0  0  0  0  0 10 29  1  0 20  0 21  0  0 20  0  0  0  0  0 29 20  0  2  0 30  0  8 30  0  0  0  0 30  0  0 29  0 21 30 30 30 12 30 21  0 29 20  0 29
  0 29 30 15 29 29  0 29  0 29  0 29 30 30  0  0 29  0 30  0 15  0 11 30 29  0  0  0  0  0 21 29  0  0 11  0  4  0  0 11  0  0  0  0  0 29 19  0 21  0 30  0  0 30  6  0  0  2 30  0  0 29  0  5 30 30 30 15 30  5  0 29 19  0 29
  3 30 19 30 30 30  0 30  0 30  0 30  1 11  0  0 30  0 19  0 30  0 30 15 30  0  1  0  0  0 30 30  0  0 30  0 30  0  0 30  0  0  0  0  0 30 30  0 30  4  6  2  0 11  0  0  0  0 11  0  0 30  0 30 18 15 19 30 18 30  0 30 30  0 30
 30  0  0  0  0  0 30  0 29  0 29  0  0  0 30  1  0 20  0 30  0 12  0  0  0 29 30 10 21 30  0  0 29 20  0 29  0 29 12  0 29 29 30 30 20  0  0 30  6 30  0 30  2  0 21 29 20 20  0 30 29  0 29  0  0  0  0  0  0  0 30  0  0 29  0
 30  0  0  0  0  0 30  0 15  4  3  8  0  0 30 29  0 29  0 30  0 29  0  0  0 13 30 29 29 30  0  0 13 29  0 18  0 18 29  1 13 15 30 30 29  0  0 30  0 30  0 30 29  0 29 15 29 29  0 30 15  0  5  0  0  0  0  0  0  0 30  1  0 18  0
  0  3 30 29 14 14  0 14  0 13  0 13 30 30  0  0 16  0 30  0 29  0 29 30 16  3  0  1  0  0 29 13  0  0 29  0 29  0  0 29  2  0  0  0  0 18 29  0 29  0 30  0  0 30  0  0  0  0 30  0  0 18  0 29 30 30 30 29 30 29  0 18 29  0  9
  0 29 30 11 29 29  0 29  0 29  0 29 30 30  0  2 29  0 30  0 11  0 14 30 29  0  0  0  0  0 20 29  0  0 14  0 19  0  0 14  0  0  0  0  2 29 10  0 20  0 30  0  0 30  0  0  8  0 30  0  0 29  0 19 30 30 30 11 30 19  0 29  7  0 29
 30  0  0  2  0  0 30  0 29  0 29  0  0  0 30 20  0  7  0 30  0 11  8  0  0 29 30 20 11 30  0  0 29 14  0 29  0 29 11  9 29 29 30 30 14  0  0 30  0 30  0 30 20  0 11 29 14  3  0 30 29  0 29  0  0  0  0  0  0  2 30  0  0 29  0
  0 16 30 29 17 17  0 17  0 18  0 18 30 30  0  0  6  0 30  0 29  0 29 30  9  0  0  0  0  0 29 18  0  0 29  0 29  3  0 29  0  0  0  0  0 11 29  0 29  0 30  0  0 30  0  0  0  0 30  0  0 11  0 29 30 30 30 29 30 29  0 11 29  4 16
 30  0  0  0  0  0 30  0 29  0 29  0  0  0 30 21  0 11  0 30  0 15  0  0  0 29 30 21  4 30  0  0 29 19  0 29  0 29 15  1 29 29 30 30 19  0  0 30  0 30  0 30 21  0  9 29 19 11  0 30 29  0 29  1  0  0  0  1  0  7 30  0  0 29  0
  0 16 30 29 17 17  0 17  0 18  0 18 30 30  0  0  1  0 30  0 29  0 29 30  7  1  0  0  0  0 29 18  0  0 29  3 29  0  0 29  0  0  0  0  0 11 29  0 29  0 30  0  0 30  0  0  0  0 30  0  0 11  0 29 30 30 30 29 30 29  0 11 29  4 16
  0 29 30  1 29 29  0 29  0 29  0 29 30 30  0  0 29  2 30  0  4  9 11 30 29  0  0  0  0  0 12 29  0  0 11  0 15  0  0 11  0  1  0  0  0 29 11  0 12  0 30  0  0 30  1  0  0  0 30  0  0 29  0 15 30 30 30  1 30 15  0 29 11  0 29
 30  0  0  0  0  0 30  0 29  0 29  0  0  0 30 20  0  7  0 30  0 11  7  0  0 29 30 20 11 30  0  1 29 14  9 29  1 29 11  0 29 29 30 30 14  0  0 30  0 30  0 30 20  0 11 29 14  2  0 30 29  0 29  0  0  0  0  1  0  0 30  0  0 29  0
  0  2 30 29 14 14  0 14  0 13  0 13 30 30  0  0 16  0 30  0 29  0 29 30 16  2  0  0  0  0 29 13  2  0 29  0 29  0  0 29  0  0  0  0  0 18 29  0 29  0 30  0  0 30  0  0  0  0 30  0  0 18  0 29 30 30 30 29 30 29  0 18 29  1 10
  0 18 30 29 15 15  0 15  0 15  0 15 30 30  0  0 11  1 30  0 29  0 29 30 11  0  0  0  0  0 29 15  0  0 29  0 29  0  1 29  0  0  0  0  0  7 29  0 29  0 30  0  0 30  0  2  0  0 30  0  1  3  0 29 30 30 30 29 30 29  0  2 29  0 18
  0 30 17 30 30 30  0 30  0 30  0 30 11  9  2  0 30  0 17  0 30  0 30 18 30  0  0  0  0  0 30 30  0  0 30  0 30  0  0 30  0  0  0  0  0 30 30  0 30  0 11  0  0  9  0  0  0  0  1  0  0 30  0 30 21 18 17 30 21 30  0 30 30  0 30
  0 30 13 30 30 30  0 30  0 30  0 30 18 21  0  0 30  0 13  0 30  0 30 14 30  0  0  0  0  0 30 30  0  0 30  0 30  0  0 30  0  0  0  0  0 30 30  6 30  0 18 10  0 21  0  0  0  0 21  0  0 30  0 30  2 14 13 30  1 30  0 30 30  0 30
  0 29 30 11 29 29  0 29  0 29  0 29 30 30  0  0 29  0 30  0 11  0 14 30 29  0  0  0  0  0 20 29  0  2 14  0 19  0  0 14  0  0  0  0  0 29  2  0 20  0 30  0  0 30  0  0  6  0 30  0  0 29  0 19 30 30 30 11 30 19  1 29  8  0 29
 30  0  0  0  0  0 30  1 15  0 15  0  0  0 30 29  0 29  0 30  0 29  0  0  0 18 30 29 29 30  0  0 18 29  0 11  0 11 29  0 18  7 30 30 29  0  0 30  0 30  0 30 29  0 29  3 29 29  0 30 15 10 15  0  0  0  0  0  0  0 30  3  0 11  0
 30  0  0  0  0  0 30  0 29  0 29  0  0  0 30 20  0 14  0 30  0 11  0  0  0 29 30 20 19 30  0  0 29 10  0 29  0 29 11  0 29 29 30 30  2  0  0 30  0 30  0 30 20  0 19 29  1 14  0 30 29  0 29  0  0  0  0  0  0  0 30  0  6 29  0
  0 30 13 30 30 30  0 30  0 30  0 30 18 21  0  0 30  0 13  1 30  0 30 14 30  0  0  0  0  0 30 30  0  0 30  0 30  0  0 30  0  0  0  6  0 30 30  0 30  1 18  4  1 21  0  0  0  0 21  0  0 30  0 30  3 14 13 30  7 30  0 30 30  0 30
 30  0  0  0  0  0 30  0 29  0 29  0  0  0 30  5  0 20  0 30  0 12  0  0  0 29 30  2 21 30  6  0 29 20  0 29  0 29 12  0 29 29 30 30 20  0  0 30  0 30  0 30  2  0 21 29 20 20  0 30 29  0 29  0  0  1  0  0  0  0 30  0  1 29  1
  2 30 19 30 30 30  0 30  0 30  0 30  2 11  0  0 30  0 19  2 30  0 30 15 30  0  0  0  0  4 30 30  0  0 30  0 30  0  0 30  0  0  0  0  0 30 30  1 30  0  4  0  0 11  0  0  0  0 11  0  0 30  0 30 18 15 19 30 18 30  0 30 30  0 30
  4  0  0  0  0  0 19  0 30  0 30  0  3  0 11 30  0 30  0 15  0 30  0  2  0 30 15 30 30  6  0  0 30 30  0 30  0 30 30  0 30 30 11 18 30  0  0 18  0  4  0 18 30  0 30 30 30 30  0 19 30  0 30  0  1  0  0  0  0  0 15  0  0 30  0
  0 30 13 30 30 30  0 30  0 30  0 30 18 21  0  0 30  0 13  0 30  0 30 14 30  0  0  0  0  2 30 30  0  0 30  0 30  0  0 30  0  0  0 10  0 30 30  4 30  0 18  0  0 21  0  0  0  0 21  0  0 30  0 30  2 14 13 30  1 30  0 30 30  0 30
  0 29 30 12 29 29  0 29  0 29  0 29 30 30  0  2 29  0 30  0 12  0 20 30 29  0  0  8  0  0  2 29  0  0 20  0 21  0  0 20  0  0  0  0  0 29 20  1  2  0 30  0  0 30  0  0  1  0 30  0  0 29  0 21 30 30 30 12 30 21  0 29 20  0 29
